assists,gamesPlayed,gamesStarted,goalieFullName,goals,goalsAgainst,goalsAgainstAverage,lastName,losses,otLosses,penaltyMinutes,playerId,points,savePct,saves,seasonId,shootsCatches,shotsAgainst,shutouts,teamAbbrevs,ties,timeOnIce,wins
3,60,60,Roberto Luongo,0,126,2.10604,Luongo,15,7,2,8466141,3,0.92812,1627,20102011,L,1753,4,VAN,,215380,38
2,72,70,Carey Price,0,165,2.35369,Price,28,6,13,8471679,2,0.92314,1982,20102011,L,2147,8,MTL,,252369,38
1,63,63,Jimmy Howard,0,168,2.78815,Howard,17,5,4,8470657,1,0.90819,1662,20102011,L,1830,2,DET,,216918,37
1,71,71,Miikka Kiprusoff,0,182,2.62774,Kiprusoff,24,6,2,8462147,1,0.90594,1753,20102011,L,1935,6,CGY,,249339,37
1,74,74,Cam Ward,0,184,2.55698,Ward,26,10,0,8470320,1,0.92252,2191,20102011,L,2375,4,CAR,,259055,37
1,65,62,Marc-Andre Fleury,0,143,2.32195,Fleury,20,5,10,8470594,1,0.91791,1599,20102011,L,1742,3,PIT,,221710,36
0,68,67,Ilya Bryzgalov,0,168,2.48284,Bryzgalov,20,10,2,8468524,0,0.92094,1957,20102011,L,2125,7,PHX,,243592,36
4,68,67,Henrik Lundqvist,0,152,2.2762,Lundqvist,27,5,6,8468685,4,0.92264,1813,20102011,L,1965,11,NYR,,240400,36
3,57,55,Tim Thomas,0,112,1.99764,Thomas,11,9,13,8460703,3,0.93815,1699,20102011,L,1811,9,BOS,,201838,35
1,60,60,Antti Niemi,0,140,2.38372,Niemi,18,6,2,8474550,1,0.91958,1601,20102011,L,1741,6,SJS,,211434,35
2,61,60,Jonathan Quick,0,134,2.2392,Quick,22,3,0,8471734,2,0.91784,1497,20102011,L,1631,6,LAK,,215434,35
2,66,65,Ryan Miller,0,165,2.58532,Miller,22,8,6,8468011,2,0.91598,1799,20102011,L,1964,5,BUF,,229758,34
6,69,68,Kari Lehtonen,0,175,2.54904,Lehtonen,24,11,6,8470140,6,0.91434,1868,20102011,L,2043,3,DAL,,247151,34
1,57,55,Corey Crawford,0,128,2.30173,Crawford,18,6,2,8470645,1,0.91715,1417,20102011,L,1545,4,CHI,,200197,33
0,64,64,Pekka Rinne,0,134,2.12179,Rinne,22,9,12,8471469,0,0.92965,1771,20102011,L,1905,6,NSH,,227355,33
2,54,52,Sergei Bobrovsky,0,130,2.585,Bobrovsky,13,8,2,8475683,2,0.91486,1397,20102011,L,1527,0,PHI,,181044,28
0,48,45,Michal Neuvirth,0,110,2.454,Neuvirth,12,4,0,8473607,0,0.91426,1173,20102011,L,1283,4,WSH,,161369,27
0,57,57,Jaroslav Halak,0,136,2.47695,Halak,21,7,6,8470860,0,0.9104,1382,20102011,L,1518,7,STL,,197662,27
1,49,46,Jonas Hiller,0,114,2.56032,Hiller,16,3,0,8473972,1,0.92364,1379,20102011,R,1493,5,ANA,,160292,26
1,51,49,Craig Anderson,0,135,2.82711,Anderson,20,4,4,8467950,1,0.91267,1411,20102011,L,1546,2,"COL,OTT",,171907,24
2,54,54,Dwayne Roloson,0,138,2.58864,Roloson,25,5,8,8460806,2,0.91353,1458,20102011,L,1596,4,"NYI,TBL",,191915,24
1,54,53,Steve Mason,0,153,3.0332,Mason,21,7,2,8473461,1,0.90071,1388,20102011,R,1541,3,CBJ,,181590,24
2,56,54,Martin Brodeur,0,127,2.44536,Brodeur,26,3,2,8455710,2,0.90327,1186,20102011,L,1313,6,NJD,,186966,23
1,51,50,Niklas Backstrom,0,132,2.6599,Backstrom,23,5,2,8473404,1,0.9157,1434,20102011,L,1566,3,MIN,,178653,22
1,57,57,Tomas Vokoun,0,137,2.54954,Vokoun,28,5,2,8460712,1,0.92184,1616,20102011,R,1753,6,FLA,,193446,22
1,44,37,Dan Ellis,0,111,2.76558,Ellis,10,7,0,8468540,1,0.89807,978,20102011,L,1089,2,"TBL,ANA",,144490,21
0,58,54,Ondrej Pavelec,0,147,2.73469,Pavelec,23,9,4,8471715,0,0.91378,1558,20102011,L,1705,4,ATL,,193513,21
1,37,35,James Reimer,0,90,2.5959,Reimer,10,5,2,8473503,1,0.92063,1044,20102011,L,1134,3,TOR,,124812,20
0,34,29,Brian Boucher,0,76,2.41965,Boucher,10,4,0,8462052,0,0.91574,826,20102011,L,902,0,PHI,,113074,18
3,25,22,Cory Schneider,0,51,2.23067,Schneider,4,2,0,8471239,3,0.92857,663,20102011,L,714,1,VAN,,82307,16
0,32,29,Jose Theodore,0,81,2.71069,Theodore,11,3,2,8460535,0,0.91588,882,20102011,R,963,1,MIN,,107574,15
1,34,27,Johan Hedberg,0,68,2.37556,Hedberg,12,2,4,8460704,1,0.91248,709,20102011,L,777,3,NJD,,103049,15
1,45,39,Peter Budaj,0,130,3.19825,Budaj,21,4,6,8469514,1,0.89465,1104,20102011,L,1234,1,COL,,146330,15
0,55,51,Brian Elliott,0,166,3.33877,Elliott,27,9,0,8470880,0,0.89297,1385,20102011,L,1551,3,"OTT,COL",,178988,15
1,22,20,Mike Smith,0,58,2.89401,Smith,6,1,2,8469608,1,0.8993,518,20102011,L,576,1,TBL,,72149,13
1,23,20,Brent Johnson,0,47,2.17475,Johnson,5,3,24,8462161,1,0.92218,557,20102011,L,604,1,PIT,,77802,13
0,33,28,Chris Mason,0,95,3.38946,Mason,13,3,4,8462152,0,0.89229,787,20102011,L,882,1,ATL,,100901,13
0,24,22,Antero Niittymaki,0,64,2.7148,Niittymaki,7,3,2,8467511,0,0.89593,551,20102011,L,615,0,SJS,,84868,12
0,35,33,Devan Dubnyk,0,93,2.70733,Dubnyk,13,8,2,8471227,0,0.91568,1010,20102011,L,1103,2,EDM,,123664,12
0,22,18,Anders Lindback,0,49,2.59935,Lindback,5,2,0,8474765,0,0.91493,527,20102011,L,576,2,NSH,,67863,11
0,25,22,Jonathan Bernier,0,57,2.4814,Bernier,8,3,0,8473541,0,0.91257,595,20102011,L,652,3,LAK,,82695,11
0,27,25,Semyon Varlamov,0,58,2.23069,Varlamov,9,5,2,8473575,0,0.92358,701,20102011,L,759,2,WSH,,93603,11
0,29,27,Marty Turco,0,82,3.01646,Turco,11,3,6,8460612,0,0.89737,717,20102011,L,799,1,CHI,,97863,11
0,29,27,Tuukka Rask,0,71,2.67187,Rask,14,2,2,8471695,0,0.91801,795,20102011,L,866,2,BOS,,95663,11
0,33,26,Jean-Sebastien Giguere,0,78,2.86586,Giguere,11,4,4,8462044,0,0.89961,699,20102011,L,777,0,TOR,,97981,11
1,14,12,Braden Holtby,0,22,1.79351,Holtby,2,2,0,8474651,1,0.93373,310,20102011,L,332,2,WSH,,44159,10
1,36,29,Mathieu Garon,0,88,2.72445,Garon,14,6,2,8464999,1,0.90078,799,20102011,R,887,3,CBJ,,116280,10
0,47,46,Nikolai Khabibulin,0,153,3.39863,Khabibulin,32,4,12,8459140,0,0.88984,1236,20102011,L,1389,2,EDM,,162065,10
0,14,13,Jhonas Enroth,0,35,2.72939,Enroth,2,2,0,8473523,0,0.90716,342,20102011,L,377,1,BUF,,46164,9
1,20,18,Al Montoya,0,46,2.39213,Montoya,5,5,2,8471219,1,0.92136,539,20102011,L,585,1,NYI,,69227,9
1,28,22,Curtis McElhinney,0,74,3.18309,McElhinney,13,1,0,8470147,1,0.89736,647,20102011,L,721,2,"ANA,OTT",,83692,9
0,17,15,Martin Biron,0,33,2.13477,Biron,6,0,0,8462047,0,0.92253,393,20102011,L,426,0,NYR,,55650,8
0,19,14,Andrew Raycroft,0,40,2.83297,Raycroft,5,0,0,8467453,0,0.91031,406,20102011,L,446,2,DAL,,50830,8
0,25,20,Ty Conklin,0,69,3.22066,Conklin,8,4,4,8469152,0,0.88144,513,20102011,L,582,2,STL,,77127,8
1,26,26,Rick DiPietro,0,88,3.44374,DiPietro,14,4,25,8468481,1,0.88615,685,20102011,R,773,1,NYI,,91993,8
1,31,25,Scott Clemmensen,0,74,2.61782,Clemmensen,11,7,2,8466339,1,0.91116,759,20102011,L,833,1,FLA,,101764,8
0,10,9,Ray Emery,0,20,2.27574,Emery,2,0,0,8469548,0,0.92647,252,20102011,L,272,0,ANA,,31638,7
0,17,15,Jason LaBarbera,0,48,3.26296,LaBarbera,6,3,2,8467391,0,0.90926,481,20102011,L,529,2,PHX,,52958,7
1,16,12,Alex Auld,0,33,2.64499,Auld,2,2,2,8467913,1,0.91383,350,20102011,L,383,0,MTL,,44915,6
0,23,21,Jonas Gustavsson,0,68,3.28471,Gustavsson,13,2,0,8475361,0,0.89032,552,20102011,L,620,0,TOR,,74527,6
0,11,10,Chris Osgood,0,29,2.76776,Osgood,3,2,4,8458568,0,0.90268,269,20102011,L,298,0,DET,,37720,5
0,15,9,Joey MacDonald,0,31,2.58028,MacDonald,5,3,0,8469732,0,0.91666,341,20102011,L,372,1,DET,,43251,5
0,10,7,Kevin Poulin,0,20,2.44241,Poulin,2,1,0,8474690,0,0.92366,242,20102011,L,262,0,NYI,,29479,4
0,14,13,Pascal Leclaire,0,36,2.83074,Leclaire,7,1,0,8469461,0,0.90792,355,20102011,L,391,0,OTT,,45783,4
0,17,11,Henrik Karlsson,0,36,2.57895,Karlsson,5,6,0,8475431,0,0.90792,355,20102011,L,391,0,CGY,,50253,4
1,3,3,Martin Gerber,0,4,1.29729,Gerber,0,0,0,8469675,1,0.95789,91,20102011,L,95,0,EDM,,11100,3
0,7,5,Ben Bishop,0,17,2.7656,Bishop,4,0,0,8471750,0,0.8988,151,20102011,L,168,1,STL,,22129,3
0,12,8,Justin Peters,0,43,3.97974,Peters,5,1,4,8471251,0,0.87463,300,20102011,L,343,0,CAR,,38897,3
0,2,2,Cedrick Desjardins,0,2,0.99736,Desjardins,0,0,0,8473638,0,0.96825,61,20102011,R,63,0,TBL,,7219,2
0,4,3,Anton Khudobin,0,5,1.58954,Khudobin,1,0,0,8471418,0,0.94186,81,20102011,L,86,1,MIN,,11324,2
