assists,gamesPlayed,gamesStarted,goalieFullName,goals,goalsAgainst,goalsAgainstAverage,lastName,losses,otLosses,penaltyMinutes,playerId,points,savePct,saves,seasonId,shootsCatches,shotsAgainst,shutouts,teamAbbrevs,ties,timeOnIce,wins
4,72,72,Martin Brodeur,1,161,2.24031,Brodeur,20,,16,8455710,5,0.9104,1636,19992000,L,1797,6,NJD,8,258714,43
1,67,66,Roman Turek,0,129,1.95431,Turek,15,,4,8458266,1,0.91224,1341,19992000,R,1470,7,STL,9,237628,42
2,73,72,Olie Kolzig,0,163,2.23755,Kolzig,20,,6,8448535,2,0.9167,1794,19992000,L,1957,5,WSH,11,262250,41
1,63,63,Curtis Joseph,0,158,2.49402,Joseph,20,,14,8448382,1,0.91477,1696,19992000,L,1854,4,TOR,7,228065,36
1,75,75,Arturs Irbe,0,175,2.41661,Irbe,28,,14,8456692,1,0.90581,1683,19992000,L,1858,5,CAR,9,260695,34
3,62,61,Ed Belfour,0,127,2.10474,Belfour,21,,10,8445386,3,0.91915,1444,19992000,L,1571,4,DAL,7,217223,32
3,63,61,Patrick Roy,0,141,2.28383,Roy,21,,10,8451033,3,0.91402,1499,19992000,L,1640,2,COL,8,222258,32
1,53,52,Chris Osgood,0,126,2.40188,Osgood,14,,18,8458568,1,0.90659,1223,19992000,L,1349,6,DET,8,188852,30
2,68,68,Guy Hebert,0,166,2.50505,Hebert,31,,2,8447715,2,0.90803,1639,19992000,L,1805,4,ANA,9,238558,28
1,67,65,Steve Shields,0,162,2.56016,Shields,30,,29,8458615,1,0.91128,1664,19992000,L,1826,4,SJS,8,227798,27
1,70,67,Tommy Salo,0,162,2.33429,Salo,28,,8,8459541,1,0.9136,1713,19992000,L,1875,2,EDM,13,249840,27
1,50,49,John Vanbiesbrouck,0,108,2.19683,Vanbiesbrouck,15,,6,8452157,1,0.90551,1035,19992000,L,1143,3,PHI,9,176982,25
0,60,60,Jocelyn Thibault,0,158,2.75776,Thibault,26,,2,8459432,0,0.90589,1521,19992000,L,1679,3,CHI,7,206254,25
0,61,58,Fred Brathwaite,0,158,2.74923,Brathwaite,25,,4,8459252,0,0.90504,1506,19992000,L,1664,5,CGY,7,206894,25
3,49,45,Mike Vernon,0,115,2.47193,Vernon,18,,2,8452217,3,0.91666,1265,19992000,L,1380,1,"SJS,FLA",3,167480,24
1,51,48,Jean-Sebastien Aubin,0,120,2.58172,Aubin,21,,2,8462102,1,0.91379,1272,19992000,R,1392,2,PIT,3,167330,23
0,56,56,Jeff Hackett,0,132,2.39945,Hackett,25,,4,8447449,0,0.91445,1411,19992000,L,1543,3,MTL,7,198045,23
0,51,48,Ron Tugnutt,0,118,2.52039,Tugnutt,14,,0,8451837,0,0.90304,1099,19992000,L,1217,4,"OTT,PIT",8,168545,22
0,61,60,Mike Richter,0,173,2.86546,Richter,31,,4,8450833,0,0.90468,1642,19992000,L,1815,0,NYR,8,217347,22
1,35,33,Brian Boucher,0,65,1.91403,Boucher,10,,4,8462052,1,0.91772,725,19992000,L,790,4,PHI,3,122255,20
2,47,43,Stephane Fiset,0,119,2.75485,Fiset,15,,4,8446831,2,0.90149,1089,19992000,L,1208,1,LAK,7,155507,20
0,38,32,Patrick Lalime,0,79,2.3255,Lalime,14,,4,8459579,0,0.90527,755,19992000,L,834,3,OTT,3,122296,19
0,41,39,Martin Biron,0,90,2.42266,Biron,18,,6,8462047,0,0.9089,898,19992000,L,988,5,BUF,2,133737,19
0,42,41,Sean Burke,0,106,2.55163,Burke,19,,12,8445769,0,0.91382,1124,19992000,L,1230,3,"FLA,PHX",3,149551,19
0,52,52,Mike Dunham,0,146,2.84685,Dunham,27,,6,8456137,0,0.90782,1438,19992000,L,1584,0,NSH,6,184625,19
1,42,38,Jamie Storr,0,93,2.52998,Storr,15,,4,8460497,1,0.90773,915,19992000,L,1008,1,LAK,5,132333,18
2,56,55,Felix Potvin,0,153,2.83425,Potvin,27,,4,8457714,2,0.90052,1385,19992000,L,1538,1,"NYI,VAN",10,194337,17
1,56,53,Kevin Weekes,0,162,3.22698,Weekes,27,,0,8459463,1,0.90085,1472,19992000,L,1634,2,"VAN,NYI",8,180726,16
3,30,28,Mikhail Shtalenkov,0,70,2.35149,Shtalenkov,10,,4,8459365,3,0.90527,669,19992000,L,739,2,"PHX,FLA",4,107166,15
1,35,35,Dominik Hasek,0,76,2.2067,Hasek,11,,12,8447687,1,0.91889,861,19992000,L,937,3,BUF,6,123986,15
0,28,28,Trevor Kidd,0,69,2.63035,Kidd,11,,0,8456830,0,0.9147,740,19992000,L,809,1,FLA,2,94436,14
1,29,26,Ken Wregget,0,70,2.66038,Wregget,10,,0,8452535,1,0.9,630,19992000,L,700,0,DET,2,94723,14
0,30,27,Bob Essensa,0,73,2.78434,Essensa,10,,0,8446719,0,0.89847,646,19992000,L,719,1,PHX,3,94385,13
0,41,40,Byron Dafoe,0,114,2.96536,Dafoe,16,,0,8455994,0,0.88932,916,19992000,L,1030,3,BOS,10,138398,13
0,30,26,Jose Theodore,0,58,2.10265,Theodore,13,,0,8460535,0,0.9191,659,19992000,R,717,5,MTL,2,99303,12
2,24,21,Manny Fernandez,0,48,2.12868,Fernandez,8,,2,8458988,2,0.92039,555,19992000,L,603,1,DAL,3,81177,11
2,32,28,Garth Snow,0,76,2.66311,Snow,15,,8,8458075,2,0.90193,699,19992000,L,775,0,VAN,3,102737,10
0,19,16,Jamie McLennan,0,33,1.96246,McLennan,5,,2,8458562,0,0.90322,308,19992000,L,341,2,STL,2,60536,9
1,20,19,Glenn Healy,0,59,3.04254,Healy,10,,2,8447709,1,0.88804,468,19992000,L,527,2,TOR,0,69810,9
