assists,gamesPlayed,gamesStarted,goalieFullName,goals,goalsAgainst,goalsAgainstAverage,lastName,losses,otLosses,penaltyMinutes,playerId,points,savePct,saves,seasonId,shootsCatches,shotsAgainst,shutouts,teamAbbrevs,ties,timeOnIce,wins
0,73,73,Martin Brodeur,0,147,2.01629,Brodeur,23,,10,8455710,0,0.91383,1559,20022003,L,1706,9,NJD,9,262461,41
1,67,65,Patrick Lalime,0,142,2.16059,Lalime,20,,6,8459579,1,0.91074,1449,20022003,L,1591,8,OTT,7,236602,39
2,62,62,Ed Belfour,0,141,2.2633,Belfour,20,,24,8445386,2,0.92235,1675,20022003,L,1816,7,TOR,5,224274,37
0,63,63,Patrick Roy,0,137,2.18117,Roy,15,,20,8451033,0,0.92048,1586,20022003,L,1723,5,COL,13,226117,35
0,61,60,Curtis Joseph,0,148,2.48987,Joseph,19,,4,8448382,0,0.91169,1528,20022003,L,1676,5,DET,6,213987,34
0,65,64,Jean-Sebastien Giguere,0,145,2.30454,Giguere,22,,8,8462044,0,0.92032,1675,20022003,L,1820,8,ANA,6,226509,34
3,57,57,Dan Cloutier,0,136,2.41673,Cloutier,16,,24,8460516,3,0.90792,1341,20022003,L,1477,2,VAN,7,202587,33
0,58,57,Roman Cechmanek,0,102,1.82666,Cechmanek,15,,8,8468651,0,0.92543,1266,20022003,L,1368,6,PHI,10,201022,33
0,66,65,Olie Kolzig,0,156,2.40381,Kolzig,25,,0,8448535,0,0.91896,1769,20022003,L,1925,4,WSH,6,233629,33
3,55,52,Marty Turco,0,92,1.72362,Turco,10,,16,8460612,3,0.9323,1267,20022003,L,1359,7,DAL,10,192153,31
3,65,64,Nikolai Khabibulin,0,156,2.47149,Khabibulin,22,,8,8459140,3,0.91136,1604,20022003,L,1760,4,TBL,11,227231,30
0,65,65,Tommy Salo,0,172,2.70556,Salo,27,,4,8459541,0,0.89929,1536,20022003,L,1708,4,EDM,8,228862,29
4,65,65,Roman Turek,0,164,2.57481,Turek,29,,14,8458266,4,0.90232,1515,20022003,R,1679,4,CGY,9,229298,27
0,77,77,Marc Denis,0,232,3.08584,Denis,41,,6,8462055,0,0.90349,2172,20022003,L,2404,5,CBJ,8,270655,27
0,62,62,Jocelyn Thibault,0,144,2.36735,Thibault,28,,4,8459432,0,0.91479,1546,20022003,L,1690,8,CHI,7,218979,26
1,69,68,Tomas Vokoun,0,146,2.20431,Vokoun,31,,28,8460712,1,0.91756,1625,20022003,R,1771,3,NSH,11,238441,25
1,50,47,Dwayne Roloson,0,98,1.99657,Roloson,16,,4,8460806,1,0.92653,1236,20022003,L,1334,4,MIN,8,176703,23
0,46,45,Chris Osgood,0,124,2.9467,Osgood,17,,12,8458568,0,0.89245,1029,20022003,L,1153,4,"NYI,STL",6,151491,21
3,52,46,Pasi Nurminen,0,137,2.878,Nurminen,19,,4,8469636,3,0.90564,1315,20022003,L,1452,2,ATL,5,171369,21
1,58,56,Mike Dunham,0,137,2.50186,Dunham,26,,0,8456137,1,0.91574,1489,20022003,L,1626,5,"NSH,NYR",7,197133,21
2,57,57,Jose Theodore,0,165,2.89571,Theodore,31,,6,8460535,2,0.90818,1632,20022003,R,1797,2,MTL,6,205131,20
0,65,62,Roberto Luongo,0,164,2.71263,Luongo,34,,4,8466141,0,0.91844,1847,20022003,L,2011,6,FLA,7,217648,20
1,35,34,Manny Fernandez,0,74,2.24325,Fernandez,13,,6,8458988,1,0.92386,898,20022003,L,972,2,MIN,2,118756,19
0,55,55,Evgeni Nabokov,0,146,2.71473,Nabokov,28,,10,8460705,0,0.90647,1415,20022003,L,1561,3,SJS,8,193610,19
2,40,38,John Grahame,0,95,2.51516,Grahame,14,,11,8460715,2,0.90943,954,20022003,L,1049,3,"BOS,TBL",6,135975,17
0,42,41,Felix Potvin,0,105,2.66152,Potvin,20,,4,8457714,0,0.89361,882,20022003,L,987,3,LAK,3,142024,17
1,54,53,Martin Biron,0,135,2.55556,Biron,28,,12,8462047,1,0.90803,1333,20022003,L,1468,4,BUF,6,190173,17
1,38,35,Brent Johnson,0,84,2.46822,Johnson,13,,2,8462161,1,0.90047,760,20022003,L,844,2,STL,5,122517,16
