assists,gamesPlayed,gamesStarted,goalieFullName,goals,goalsAgainst,goalsAgainstAverage,lastName,losses,otLosses,penaltyMinutes,playerId,points,savePct,saves,seasonId,shootsCatches,shotsAgainst,shutouts,teamAbbrevs,ties,timeOnIce,wins
0,75,75,Martin Brodeur,0,154,2.02874,Brodeur,26,,4,8455710,0,0.91653,1691,20032004,L,1845,11,NJD,11,273273,38
1,73,72,Marty Turco,0,144,1.98198,Turco,21,,32,8460612,1,0.91262,1504,20032004,L,1648,9,DAL,13,261556,37
2,59,58,Ed Belfour,0,122,2.12521,Belfour,19,,16,8445386,2,0.91773,1361,20032004,L,1483,10,TOR,6,206661,34
2,73,73,Tomas Vokoun,0,178,2.53012,Vokoun,29,,35,8460712,2,0.90909,1780,20032004,R,1958,3,NSH,10,253268,34
1,60,60,Dan Cloutier,0,134,2.27176,Cloutier,21,,22,8460516,1,0.91377,1420,20032004,L,1554,5,VAN,6,212346,33
3,67,66,Jose Theodore,0,150,2.2724,Theodore,28,,4,8460535,3,0.91935,1710,20032004,R,1860,6,MTL,5,237634,33
1,62,61,David Aebischer,0,129,2.0903,Aebischer,19,,4,8466290,1,0.92425,1574,20032004,L,1703,4,COL,9,222169,32
0,59,58,Evgeni Nabokov,0,127,2.20512,Nabokov,19,,14,8460705,0,0.92111,1483,20032004,L,1610,9,SJS,8,207335,31
0,67,65,Chris Osgood,0,144,2.23771,Osgood,25,,10,8458568,0,0.91022,1460,20032004,L,1604,3,STL,8,231665,31
2,57,55,Andrew Raycroft,0,117,2.05259,Raycroft,18,,0,8467453,2,0.92622,1469,20032004,L,1586,3,BOS,9,205204,29
2,55,54,Nikolai Khabibulin,0,127,2.32759,Khabibulin,19,,12,8459140,2,0.91018,1287,20032004,L,1414,3,TBL,7,196426,28
2,52,49,Martin Biron,0,125,2.52375,Biron,18,,10,8462047,2,0.91331,1317,20032004,L,1442,2,BUF,5,178306,26
2,57,55,Patrick Lalime,0,127,2.29217,Lalime,23,,17,8459579,2,0.90479,1207,20032004,L,1334,5,OTT,7,199461,25
2,64,62,Pasi Nurminen,0,173,2.77652,Nurminen,30,,35,8469636,2,0.90345,1619,20032004,L,1792,3,ATL,7,224309,25
3,72,72,Roberto Luongo,0,172,2.42726,Luongo,33,,2,8466141,3,0.9305,2303,20032004,L,2475,7,FLA,14,255102,25
1,38,38,Miikka Kiprusoff,0,65,1.69525,Kiprusoff,10,,15,8462147,1,0.93271,901,20032004,L,966,4,CGY,4,138032,24
0,41,36,Manny Legace,0,82,2.11573,Legace,10,,0,8459308,0,0.91952,937,20032004,L,1019,3,DET,5,139526,23
2,50,47,Rick DiPietro,0,112,2.3631,DiPietro,18,,22,8468481,2,0.91118,1149,20032004,R,1261,5,NYI,5,170623,23
0,66,65,Kevin Weekes,0,146,2.32673,Weekes,30,,6,8459463,0,0.91162,1506,20032004,L,1652,6,CAR,11,225896,23
0,40,40,Robert Esche,0,79,2.04113,Esche,11,,31,8465093,0,0.91523,853,20032004,L,932,3,PHI,7,139334,21
2,66,63,Marc Denis,0,162,2.56074,Denis,36,,10,8462055,2,0.91776,1808,20032004,L,1970,5,CBJ,7,227746,21
1,48,46,Dwayne Roloson,0,89,1.8757,Roloson,18,,8,8460806,1,0.93272,1234,20032004,L,1323,5,MIN,11,170816,19
1,63,63,Olie Kolzig,0,180,2.88901,Kolzig,35,,6,8448535,1,0.90806,1778,20032004,L,1958,2,WSH,9,224298,19
0,29,28,John Grahame,0,58,2.06134,Grahame,9,,4,8460715,0,0.91265,606,20032004,L,664,1,TBL,1,101293,18
1,49,46,Tommy Salo,0,119,2.55846,Salo,21,,2,8459541,1,0.89741,1041,20032004,L,1160,3,"EDM,COL",7,167444,18
0,49,48,Roman Cechmanek,0,113,2.51015,Cechmanek,21,,2,8468651,0,0.90567,1085,20032004,L,1198,5,LAK,6,162062,18
0,38,35,Ty Conklin,0,84,2.41633,Conklin,14,,17,8469152,0,0.9124,875,20032004,L,959,1,EDM,4,125148,17
2,55,52,Jean-Sebastien Giguere,0,140,2.61645,Giguere,31,,4,8462044,2,0.91373,1483,20032004,L,1623,3,ANA,6,192627,17
1,29,26,Martin Prusek,0,54,2.12092,Prusek,6,,0,8468037,1,0.91705,597,20032004,R,651,3,OTT,3,91658,16
0,31,30,Curtis Joseph,0,68,2.3888,Joseph,10,,2,8448382,0,0.9086,676,20032004,L,744,2,DET,3,102478,16
2,47,42,Sean Burke,0,119,2.72489,Burke,20,,8,8445769,2,0.9086,1183,20032004,L,1302,2,"PHX,PHI",7,157217,16
0,57,54,Mike Dunham,0,159,3.03012,Dunham,30,,0,8456137,0,0.89553,1363,20032004,L,1522,2,NYR,6,188903,16
1,39,34,Garth Snow,0,94,2.79875,Snow,15,,28,8458075,1,0.89914,838,20032004,L,932,1,NYI,5,120911,14
1,30,28,Jamie McLennan,0,65,2.30771,McLennan,12,,4,8458562,1,0.90497,619,20032004,L,684,4,"CGY,NYR",3,101399,13
0,28,27,Felix Potvin,0,67,2.50402,Potvin,8,,8,8457714,0,0.90289,623,20032004,L,690,4,BOS,6,96325,12
1,28,24,Vesa Toskala,0,53,2.06368,Toskala,8,,2,8462117,1,0.93026,707,20032004,L,760,1,SJS,4,92456,12
0,32,29,Martin Gerber,0,64,2.26092,Gerber,12,,4,8469675,0,0.91847,721,20032004,L,785,2,ANA,4,101905,11
0,35,30,Mika Noronen,1,77,2.57202,Noronen,17,,0,8466156,1,0.90621,744,20032004,L,821,2,BUF,2,107775,11
0,37,36,Manny Fernandez,0,90,2.49251,Fernandez,14,,2,8458988,0,0.91477,966,20032004,L,1056,2,MIN,9,129989,11
0,27,26,Jeff Hackett,0,65,2.39246,Hackett,10,,0,8447449,0,0.90497,619,20032004,L,684,3,PHI,6,97807,10
0,33,25,Jussi Markkanen,0,65,2.38095,Markkanen,14,,2,8462255,0,0.91803,728,20032004,L,793,2,"NYR,EDM",3,98280,10
0,40,39,Brian Boucher,0,108,2.74148,Boucher,19,,2,8462052,0,0.90608,1042,20032004,L,1150,5,PHX,10,141821,10
0,41,33,Cristobal Huet,0,89,2.42808,Huet,16,,4,8469658,0,0.90738,872,20032004,L,961,3,LAK,10,131956,10
0,40,37,Sebastien Caron,0,138,3.74223,Caron,24,,6,8467959,0,0.88295,1041,20032004,L,1179,1,PIT,5,132755,9
2,14,14,Dominik Hasek,0,30,2.20439,Hasek,3,,2,8447687,2,0.9074,294,20032004,L,324,2,DET,2,48993,8
0,19,16,Mathieu Garon,0,38,2.27234,Garon,6,,2,8464999,0,0.92083,442,20032004,R,480,0,MTL,2,60202,8
0,21,17,Johan Hedberg,0,46,2.51461,Hedberg,6,,10,8460704,0,0.89978,413,20032004,L,459,3,VAN,2,65855,8
0,17,16,Philippe Sauve,0,50,3.04136,Sauve,7,,2,8467364,0,0.89561,429,20032004,L,479,0,COL,3,59184,7
0,22,17,Jean-Sebastien Aubin,0,53,2.98017,Aubin,9,,2,8462102,0,0.90766,521,20032004,R,574,1,PIT,0,64023,7
2,15,14,Trevor Kidd,0,48,3.25982,Kidd,5,,2,8456830,2,0.87628,340,20032004,L,388,1,TOR,2,53009,6
1,18,18,Roman Turek,0,40,2.32761,Turek,11,,0,8458266,1,0.9136,423,20032004,R,463,3,CGY,0,61866,6
0,21,19,Craig Anderson,0,57,2.83766,Anderson,14,,4,8467950,0,0.90531,545,20032004,L,602,1,CHI,0,72313,6
2,34,33,Michael Leighton,0,99,2.9883,Leighton,18,,2,8468038,2,0.89969,888,20032004,L,987,2,CHI,8,119265,6
0,10,9,Arturs Irbe,0,23,2.44637,Irbe,2,,2,8456692,0,0.89912,205,20032004,L,228,0,CAR,1,33846,5
0,11,10,Mikael Tellqvist,0,31,2.87428,Tellqvist,3,,0,8468550,0,0.89419,262,20032004,L,293,0,TOR,2,38827,5
0,14,14,Jocelyn Thibault,0,39,2.84867,Thibault,7,,0,8459432,0,0.91333,411,20032004,L,450,1,CHI,2,49286,5
0,18,16,Brent Johnson,0,41,2.51238,Johnson,9,,0,8462161,0,0.90807,405,20032004,L,446,1,"STL,PHX",2,58749,5
0,4,4,Kari Lehtonen,0,5,1.25008,Lehtonen,0,,0,8470140,0,0.95283,101,20032004,L,106,1,ATL,0,14399,4
0,13,9,Reinhard Divis,0,29,2.76497,Divis,4,,2,8468741,0,0.90034,262,20032004,L,291,0,STL,2,37758,4
0,17,9,Chris Mason,0,27,2.1782,Mason,4,,4,8462152,0,0.92602,338,20032004,L,365,1,NSH,1,44624,4
0,18,16,Byron Dafoe,0,51,3.14561,Dafoe,11,,2,8455994,0,0.89779,448,20032004,L,499,0,ATL,1,58367,4
0,21,17,Fred Brathwaite,0,59,3.37067,Brathwaite,11,,2,8459252,0,0.89721,515,20032004,L,574,0,CBJ,1,63014,4
0,21,20,Marc-Andre Fleury,0,70,3.6394,Fleury,14,,0,8470594,0,0.89629,605,20032004,L,675,1,PIT,2,69242,4
0,3,3,Antero Niittymaki,0,3,1.00046,Niittymaki,0,,0,8467511,0,0.96103,74,20032004,L,77,0,PHI,0,10795,3
0,4,4,Scott Clemmensen,0,4,1.00925,Clemmensen,1,,0,8466339,0,0.95238,80,20032004,L,84,2,NJD,0,14268,3
0,8,8,Andy Chiodo,0,28,3.45951,Chiodo,4,,0,8469613,0,0.8923,232,20032004,L,260,0,PIT,1,29137,3
0,11,9,Ron Tugnutt,0,22,2.41037,Tugnutt,7,,0,8451837,0,0.9,198,20032004,L,220,1,DAL,0,32858,3
0,16,10,Steve Shields,0,42,3.44113,Shields,6,,6,8458615,0,0.87861,304,20032004,L,346,0,FLA,1,43939,3
1,3,3,Corey Schwab,0,2,0.64159,Schwab,0,,2,8457969,1,0.97058,66,20032004,L,68,1,NJD,1,11222,2
0,3,1,Ray Emery,0,5,2.37749,Emery,0,,2,8469548,0,0.90384,47,20032004,L,52,0,OTT,0,7571,2
1,6,6,Maxime Ouellet,0,19,3.12328,Ouellet,3,,0,8467895,1,0.90952,191,20032004,L,210,1,WSH,1,21900,2
0,6,5,Alex Auld,0,12,2.06372,Auld,2,,0,8467913,0,0.92857,156,20032004,L,168,0,VAN,2,20933,2
0,9,8,Steve Passmore,0,23,2.88541,Passmore,6,,0,8459132,0,0.89592,198,20032004,L,221,0,CHI,0,28696,2
0,1,1,Ilya Bryzgalov,0,2,1.98401,Bryzgalov,0,,0,8468524,0,0.92857,26,20032004,L,28,0,ANA,0,3629,1
0,1,1,Dan Ellis,0,3,3.0,Ellis,0,,0,8468540,0,0.89285,25,20032004,L,28,0,DAL,0,3600,1
0,2,2,Marc Lamothe,0,3,1.445,Lamothe,0,,0,8459028,0,0.94827,55,20032004,L,58,0,DET,1,7474,1
0,2,1,Wade Dubielewicz,0,3,1.71537,Dubielewicz,0,,0,8470584,0,0.94,47,20032004,L,50,0,NYI,1,6296,1
