assists,gamesPlayed,gamesStarted,goalieFullName,goals,goalsAgainst,goalsAgainstAverage,lastName,losses,otLosses,penaltyMinutes,playerId,points,savePct,saves,seasonId,shootsCatches,shotsAgainst,shutouts,teamAbbrevs,ties,timeOnIce,wins
0,63,63,Braden Holtby,0,127,2.07055,Holtby,13,6,0,8474651,0,0.92485,1563,20162017,L,1690,9,WSH,,220810,42
0,73,73,Cam Talbot,0,171,2.38938,Talbot,22,8,4,8475660,0,0.91922,1946,20162017,L,2117,7,EDM,,257640,42
0,63,63,Sergei Bobrovsky,0,127,2.05553,Bobrovsky,17,5,8,8475683,0,0.93149,1727,20162017,L,1854,7,CBJ,,222424,41
0,65,63,Devan Dubnyk,0,141,2.25119,Dubnyk,19,5,10,8471227,0,0.92345,1701,20162017,L,1842,5,MIN,,225480,40
1,62,62,Carey Price,0,138,2.23292,Price,20,5,4,8471679,1,0.92307,1656,20162017,L,1794,3,MTL,,222488,37
2,65,64,Tuukka Rask,0,137,2.23394,Rask,20,5,0,8471695,2,0.9149,1473,20162017,L,1610,8,BOS,,220775,37
0,65,65,Martin Jones,0,152,2.39977,Jones,23,6,0,8474889,0,0.91188,1573,20162017,L,1725,2,SJS,,228021,35
1,61,60,Jake Allen,0,138,2.42224,Allen,20,5,4,8474596,1,0.91481,1482,20162017,L,1620,4,STL,,205099,33
1,66,66,Frederik Andersen,0,169,2.66888,Andersen,16,14,16,8475883,1,0.91764,1883,20162017,L,2052,4,TOR,,227960,33
2,49,47,Matt Murray,0,111,2.40798,Murray,10,4,0,8476899,2,0.92344,1339,20162017,L,1450,4,PIT,,165948,32
1,55,55,Corey Crawford,0,138,2.55015,Crawford,18,4,2,8470645,1,0.91839,1553,20162017,L,1691,2,CHI,,194812,32
1,57,55,Henrik Lundqvist,0,148,2.74037,Lundqvist,20,4,0,8468685,1,0.9103,1502,20162017,L,1650,2,NYR,,194426,31
0,61,61,Pekka Rinne,0,144,2.42167,Rinne,19,9,4,8471469,0,0.91804,1613,20162017,L,1757,3,NSH,,214067,31
1,60,55,Peter Budaj,0,120,2.17636,Budaj,21,3,0,8469514,1,0.91513,1294,20162017,L,1414,7,"LAK,TBL",,198496,30
0,49,45,Brian Elliott,0,121,2.55236,Elliott,18,3,4,8470880,0,0.90956,1217,20162017,L,1338,2,CGY,,170665,26
1,51,49,Thomas Greiss,0,126,2.68725,Greiss,18,5,0,8471306,1,0.91328,1327,20162017,L,1453,3,NYI,,168797,26
0,56,53,Connor Hellebuyck,0,146,2.88773,Hellebuyck,19,4,0,8476945,0,0.90712,1426,20162017,L,1572,4,WPG,,182011,26
1,58,54,Steve Mason,0,143,2.66078,Mason,21,8,0,8473461,1,0.90809,1413,20162017,R,1556,3,PHI,,193477,26
1,61,61,Cam Ward,0,162,2.68662,Ward,22,12,6,8470320,1,0.90531,1549,20162017,L,1711,2,CAR,,217075,26
1,40,40,Craig Anderson,0,92,2.27975,Anderson,11,4,0,8467950,1,0.92622,1155,20162017,L,1247,5,OTT,,145279,25
1,52,49,John Gibson,0,109,2.21668,Gibson,16,9,4,8476434,1,0.92414,1328,20162017,L,1437,6,ANA,,177021,25
2,50,47,Andrei Vasilevskiy,0,123,2.6066,Vasilevskiy,17,7,2,8476883,2,0.91689,1357,20162017,L,1480,2,TBL,,169876,23
1,59,58,Robin Lehner,0,152,2.67804,Lehner,26,8,6,8475215,1,0.92041,1758,20162017,L,1910,2,BUF,,204328,23
1,59,52,Kari Lehtonen,0,151,2.85161,Lehtonen,25,7,4,8470140,1,0.90232,1395,20162017,L,1546,3,DAL,,190629,22
0,39,33,Jonathan Bernier,0,83,2.49851,Bernier,7,4,4,8473541,0,0.91547,899,20162017,L,982,2,ANA,,119591,21
0,60,59,Cory Schneider,0,163,2.81614,Schneider,27,11,0,8471239,0,0.90847,1618,20162017,L,1781,2,NJD,,208370,20
0,41,38,Mike Condon,0,96,2.47804,Condon,14,6,4,8477237,0,0.91443,1026,20162017,L,1122,5,"PIT,OTT",,139465,19
0,55,55,Mike Smith,0,156,2.92305,Smith,26,9,14,8469608,0,0.91423,1663,20162017,L,1819,3,ARI,,192128,19
0,32,27,Scott Darling,0,67,2.38069,Darling,5,5,0,8474152,0,0.9236,810,20162017,L,877,2,CHI,,101315,18
0,36,36,Chad Johnson,0,87,2.59288,Johnson,15,1,0,8473434,0,0.91021,882,20162017,L,969,3,CGY,,120792,18
0,38,34,Marc-Andre Fleury,0,107,3.02082,Fleury,10,7,6,8470594,0,0.90939,1074,20162017,L,1181,1,PIT,,127515,18
0,39,37,Ben Bishop,0,94,2.53754,Bishop,15,5,10,8471750,0,0.90961,946,20162017,L,1040,1,"TBL,LAK",,133357,18
0,43,39,James Reimer,0,98,2.52948,Reimer,16,5,2,8473503,0,0.9198,1124,20162017,L,1222,3,FLA,,139475,18
0,50,44,Petr Mrazek,0,145,3.0446,Mrazek,21,9,2,8475852,0,0.90082,1317,20162017,L,1462,1,DET,,171451,18
1,54,54,Ryan Miller,0,150,2.80212,Miller,29,6,22,8468011,1,0.91364,1587,20162017,L,1737,3,VAN,,192711,18
1,40,39,Roberto Luongo,0,104,2.68137,Luongo,15,6,4,8466141,1,0.91454,1113,20162017,L,1217,1,FLA,,139630,17
1,30,26,Antti Raanta,0,61,2.26298,Raanta,8,2,0,8477293,1,0.92199,721,20162017,L,782,4,NYR,,97040,16
2,50,48,Calvin Pickard,0,140,2.97844,Pickard,31,2,2,8475717,2,0.90417,1321,20162017,L,1461,2,COL,,169216,15
0,24,19,Philipp Grubauer,0,43,2.04022,Grubauer,6,2,0,8475831,0,0.92649,542,20162017,L,585,3,WSH,,75874,13
1,30,21,Carter Hutton,0,58,2.38511,Hutton,8,2,4,8475622,1,0.91251,605,20162017,L,663,4,STL,,87543,13
1,28,26,Jaroslav Halak,0,75,2.80289,Halak,9,5,0,8470860,1,0.91525,810,20162017,L,885,2,NYI,,96329,12
0,37,30,Antti Niemi,0,95,3.29765,Niemi,12,4,0,8474550,0,0.89204,785,20162017,L,880,0,DAL,,103710,12
0,20,17,Aaron Dell,0,37,1.999,Dell,6,1,0,8477180,0,0.93058,496,20162017,L,533,1,SJS,,66633,11
0,28,24,Michal Neuvirth,0,64,2.816,Neuvirth,11,1,2,8473607,0,0.89078,522,20162017,L,586,0,PHI,,81818,11
0,31,26,Louis Domingue,0,82,3.07753,Domingue,15,1,0,8475839,0,0.90765,806,20162017,R,888,0,ARI,,95921,11
1,21,19,Juuse Saros,0,47,2.35016,Saros,8,3,0,8477424,1,0.92345,567,20162017,L,614,1,NSH,,71995,10
0,26,24,Jimmy Howard,0,49,2.10493,Howard,11,1,2,8470657,0,0.9274,626,20162017,L,675,1,DET,,83803,10
0,26,23,Jacob Markstrom,0,62,2.62532,Markstrom,11,3,2,8474593,0,0.9104,630,20162017,L,692,0,VAN,,85018,10
0,26,23,Anders Nilsson,0,66,2.66801,Nilsson,10,4,0,8475195,0,0.92298,791,20162017,L,857,1,BUF,,89055,10
0,28,20,Michael Hutchinson,0,67,2.91656,Hutchinson,12,3,0,8474636,0,0.90289,623,20162017,R,690,1,WPG,,82700,9
0,17,17,Jonathan Quick,0,35,2.25576,Quick,5,2,2,8471734,0,0.91686,386,20162017,L,421,2,LAK,,55857,8
1,18,17,Darcy Kuemper,0,55,3.1338,Kuemper,5,3,4,8475311,1,0.90213,507,20162017,L,562,0,MIN,,63182,8
2,19,18,Al Montoya,0,50,2.66694,Montoya,6,4,2,8471219,2,0.91212,519,20162017,L,569,2,MTL,,67493,8
0,20,18,Eddie Lack,0,48,2.64256,Lack,7,3,0,8475663,0,0.90243,444,20162017,L,492,1,CAR,,65391,8
0,21,15,Curtis McElhinney,0,51,2.69686,McElhinney,8,2,0,8470147,0,0.9172,565,20162017,L,616,1,"CBJ,TOR",,68079,8
1,26,23,Keith Kinkaid,0,65,2.64212,Kinkaid,13,3,0,8476234,1,0.91645,713,20162017,L,778,1,NJD,,88565,8
0,14,13,Joonas Korpisalo,0,38,2.88418,Korpisalo,5,1,0,8476914,0,0.90523,363,20162017,L,401,1,CBJ,,47431,7
1,16,14,Anton Khudobin,0,39,2.64471,Khudobin,6,1,2,8471418,1,0.9037,366,20162017,L,405,0,BOS,,53087,7
1,24,23,Semyon Varlamov,0,76,3.38333,Varlamov,17,0,0,8473575,1,0.89798,669,20162017,L,745,1,COL,,80867,6
0,14,14,Jared Coreau,0,41,3.45667,Coreau,4,3,0,8477225,0,0.88674,321,20162017,L,362,2,DET,,42700,5
0,8,8,Ondrej Pavelec,0,26,3.54948,Pavelec,4,0,0,8471715,0,0.88841,207,20162017,L,233,0,WPG,,26370,4
0,8,4,Laurent Brossoit,0,11,1.98526,Brossoit,1,0,0,8476316,0,0.9281,142,20162017,L,153,0,EDM,,19947,4
0,14,7,J-F Berube,0,30,3.41674,Berube,2,2,0,8475234,0,0.88929,241,20162017,L,271,0,NYI,,31609,3
0,2,2,Charlie Lindgren,0,3,1.47904,Lindgren,0,0,0,8479292,0,0.94915,56,20162017,R,59,0,MTL,,7302,2
1,4,3,Michael Leighton,0,12,3.42395,Leighton,2,0,0,8468038,1,0.86956,80,20162017,L,92,0,CAR,,12617,2
0,5,5,Richard Bachman,0,13,2.64242,Bachman,3,0,0,8473614,0,0.91975,149,20162017,L,162,0,VAN,,17711,2
0,7,4,Anthony Stolarz,0,13,2.074,Stolarz,1,1,0,8476932,0,0.92817,168,20162017,L,181,1,PHI,,22565,2
0,13,8,Jeff Zatkoff,0,27,2.94331,Zatkoff,7,1,0,8473553,0,0.87892,196,20162017,L,223,0,LAK,,33024,2
0,1,1,Jon Gillies,0,1,1.0,Gillies,0,0,0,8476903,0,0.96428,27,20162017,L,28,0,CGY,,3600,1
0,1,1,Eric Comrie,0,4,4.04721,Comrie,0,0,0,8477480,0,0.89743,35,20162017,L,39,0,WPG,,3558,1
0,2,2,Alex Stalock,0,3,1.51366,Stalock,1,0,0,8471774,0,0.94444,51,20162017,L,54,0,MIN,,7135,1
0,2,1,Magnus Hellberg,0,2,1.52833,Hellberg,0,0,0,8476433,0,0.92857,26,20162017,L,28,0,NYR,,4711,1
0,2,2,Antoine Bibeau,0,4,1.98922,Bibeau,1,0,0,8477312,0,0.92727,51,20162017,L,55,0,TOR,,7239,1
0,7,5,Jonas Gustavsson,0,17,3.10061,Gustavsson,3,1,0,8475361,0,0.87769,122,20162017,L,139,0,EDM,,19738,1
0,10,8,Jeremy Smith,0,32,3.53775,Smith,6,1,0,8474092,0,0.88811,254,20162017,L,286,0,COL,,32563,1
0,1,0,Dustin Tokarski,0,0,0.0,Tokarski,0,0,0,8474682,0,1.0,5,20162017,L,5,0,ANA,,587,0
0,1,0,Jack Campbell,0,0,0.0,Campbell,0,0,0,8475789,0,1.0,5,20162017,L,5,0,LAK,,1200,0
0,1,1,Anton Forsberg,0,4,4.09672,Forsberg,1,0,0,8476341,0,0.85185,23,20162017,L,27,0,CBJ,,3515,0
0,1,1,Malcolm Subban,0,3,5.88235,Subban,1,0,0,8476876,0,0.8125,13,20162017,L,16,0,BOS,,1836,0
0,1,0,Chris Driedger,0,4,6.0,Driedger,1,0,0,8476904,0,0.73333,11,20162017,L,15,0,OTT,,2400,0
