assists,gamesPlayed,gamesStarted,goalieFullName,goals,goalsAgainst,goalsAgainstAverage,lastName,losses,otLosses,penaltyMinutes,playerId,points,savePct,saves,seasonId,shootsCatches,shotsAgainst,shutouts,teamAbbrevs,ties,timeOnIce,wins
3,77,76,Martin Brodeur,0,168,2.24044,Brodeur,25,6,6,8455710,3,0.91616,1836,20092010,L,2004,9,NJD,,269946,45
0,71,71,Evgeni Nabokov,0,170,2.43196,Nabokov,16,10,6,8460705,0,0.92158,1998,20092010,L,2168,3,SJS,,251648,44
1,69,69,Ilya Bryzgalov,0,156,2.29169,Bryzgalov,20,6,4,8468524,1,0.92044,1805,20092010,L,1961,8,PHX,,245059,42
0,69,68,Ryan Miller,0,150,2.22365,Miller,18,8,4,8468011,0,0.9285,1948,20092010,L,2098,5,BUF,,242843,41
0,68,67,Roberto Luongo,0,167,2.56942,Luongo,22,4,0,8466141,0,0.91279,1748,20092010,L,1915,4,VAN,,233982,40
1,72,72,Jonathan Quick,0,180,2.53605,Quick,24,7,2,8471734,1,0.90659,1747,20092010,L,1927,4,LAK,,255515,39
3,71,71,Craig Anderson,0,186,2.63496,Anderson,25,7,16,8467950,3,0.9167,2047,20092010,L,2233,7,COL,,254121,38
2,63,61,Jimmy Howard,0,141,2.26185,Howard,15,10,2,8470657,2,0.92374,1708,20092010,L,1849,3,DET,,224418,37
1,67,66,Marc-Andre Fleury,0,168,2.65383,Fleury,21,6,10,8470594,1,0.90519,1604,20092010,L,1772,1,PIT,,227897,37
0,73,72,Miikka Kiprusoff,0,163,2.30914,Kiprusoff,28,10,4,8462147,0,0.9199,1872,20092010,L,2035,4,CGY,,254120,35
1,73,72,Henrik Lundqvist,0,167,2.38354,Lundqvist,27,10,0,8468685,1,0.92081,1942,20092010,L,2109,4,NYR,,252229,35
0,58,54,Pekka Rinne,0,137,2.53259,Rinne,16,5,2,8471469,0,0.91109,1404,20092010,L,1541,7,NSH,,194741,32
2,47,43,Jose Theodore,0,121,2.80782,Theodore,7,7,0,8460535,2,0.9105,1231,20092010,R,1352,1,WSH,,155138,30
2,59,58,Jonas Hiller,0,152,2.73239,Hiller,23,4,0,8473972,2,0.91827,1708,20092010,R,1860,2,ANA,,200264,30
0,61,61,Chris Mason,0,148,2.52836,Mason,22,8,0,8462152,0,0.91288,1551,20092010,L,1699,2,STL,,210729,30
1,55,48,Brian Elliott,0,130,2.56753,Elliott,18,4,0,8470880,1,0.9087,1294,20092010,L,1424,5,OTT,,182276,29
1,39,35,Antti Niemi,0,82,2.24563,Niemi,7,4,0,8474550,1,0.91239,854,20092010,L,936,7,CHI,,131455,26
0,45,43,Jaroslav Halak,0,105,2.39549,Halak,13,5,0,8470860,0,0.92424,1281,20092010,L,1386,5,MTL,,157796,26
0,48,46,Cristobal Huet,0,114,2.50373,Huet,14,4,4,8469658,0,0.89473,969,20092010,L,1083,4,CHI,,163915,26
1,60,58,Niklas Backstrom,0,158,2.71666,Backstrom,23,8,4,8473404,1,0.90318,1474,20092010,L,1632,2,MIN,,209374,26
0,50,49,Dwayne Roloson,0,145,3.00279,Roloson,18,7,14,8460806,0,0.90675,1410,20092010,L,1555,1,NYI,,173838,23
2,63,62,Tomas Vokoun,0,157,2.54937,Vokoun,28,11,0,8460712,2,0.92455,1924,20092010,R,2081,7,FLA,,221701,23
3,45,39,Tuukka Rask,0,84,1.96707,Rask,12,5,2,8471695,3,0.9312,1137,20092010,L,1221,5,BOS,,153731,22
4,53,52,Marty Turco,0,140,2.72033,Turco,20,11,10,8460612,4,0.91277,1465,20092010,L,1605,4,DAL,,185271,22
1,47,42,Johan Hedberg,0,115,2.62163,Hedberg,16,6,6,8460704,1,0.91512,1240,20092010,L,1355,3,ATL,,157917,21
1,49,46,Antero Niittymaki,0,127,2.86769,Niittymaki,18,5,0,8467511,1,0.9085,1261,20092010,L,1388,1,TBL,,159431,21
2,58,55,Steve Mason,0,163,3.05419,Mason,26,9,2,8473461,2,0.90139,1490,20092010,R,1653,5,CBJ,,192129,20
3,47,45,Cam Ward,0,119,2.69317,Ward,23,5,0,8470320,3,0.91554,1290,20092010,L,1409,0,CAR,,159069,18
1,34,31,Michael Leighton,0,85,2.83425,Leighton,9,2,0,8468038,1,0.90545,814,20092010,L,899,1,"CAR,PHI",,107965,17
0,43,43,Tim Thomas,0,104,2.55542,Thomas,18,8,8,8460703,0,0.91482,1117,20092010,L,1221,5,BOS,,146512,17
1,29,29,Ray Emery,0,74,2.63728,Emery,11,1,2,8469548,1,0.90549,709,20092010,L,783,3,PHI,,101013,16
2,42,39,Jonas Gustavsson,0,112,2.87228,Gustavsson,15,9,2,8475361,2,0.90226,1034,20092010,L,1146,1,TOR,,140376,16
3,48,48,Jeff Deslauriers,0,152,3.25993,Deslauriers,28,4,8,8470074,3,0.90058,1377,20092010,R,1529,3,EDM,,167856,16
1,26,23,Semyon Varlamov,0,65,2.5533,Varlamov,4,6,0,8473575,1,0.90947,653,20092010,L,718,2,WSH,,91646,15
1,31,28,Dan Ellis,0,77,2.69442,Ellis,13,1,4,8468540,1,0.90919,771,20092010,L,848,1,NSH,,102879,15
1,42,40,Ondrej Pavelec,0,127,3.2879,Pavelec,18,7,0,8471715,1,0.90613,1226,20092010,L,1353,2,ATL,,139055,14
1,41,39,Carey Price,0,109,2.77267,Price,20,5,8,8471679,1,0.91237,1135,20092010,L,1244,0,MTL,,141524,13
0,42,36,Mike Smith,0,117,3.08904,Smith,18,7,14,8469608,0,0.89957,1048,20092010,L,1165,2,TBL,,136353,13
0,34,31,Pascal Leclaire,0,93,3.19807,Leclaire,14,2,2,8469461,0,0.88686,729,20092010,L,822,0,OTT,,104688,12
0,35,27,Mathieu Garon,0,83,2.81236,Garon,9,6,2,8464999,0,0.90326,775,20092010,R,858,2,CBJ,,106245,12
1,23,15,Brent Johnson,0,51,2.7614,Johnson,6,1,0,8462161,1,0.90573,490,20092010,L,541,0,PIT,,66488,10
1,26,21,Ty Conklin,0,60,2.48073,Conklin,10,2,4,8469152,1,0.92146,704,20092010,L,764,4,STL,,87071,10
1,28,24,Manny Legace,0,69,2.81243,Legace,7,5,0,8459308,1,0.90738,676,20092010,L,745,1,CAR,,88322,10
0,35,32,Jean-Sebastien Giguere,0,96,2.84631,Giguere,15,7,2,8462044,0,0.90688,935,20092010,L,1031,3,"ANA,TOR",,121420,10
0,17,16,Michal Neuvirth,0,40,2.7516,Neuvirth,4,0,0,8473607,0,0.91379,424,20092010,L,464,0,WSH,,52333,9
0,21,14,Andrew Raycroft,0,39,2.41964,Raycroft,5,1,4,8467453,0,0.91095,399,20092010,L,438,1,VAN,,58025,9
0,23,20,Scott Clemmensen,0,59,2.91274,Clemmensen,8,2,0,8466339,0,0.91167,609,20092010,L,668,1,FLA,,72921,9
2,24,20,Alex Auld,0,64,2.95502,Auld,7,3,2,8467913,2,0.89508,546,20092010,L,610,0,"DAL,NYR",,77969,9
1,25,22,Josh Harding,0,66,3.04572,Harding,12,0,4,8470216,1,0.90462,626,20092010,R,692,1,MIN,,78011,9
1,29,26,Martin Biron,0,89,3.26782,Biron,14,4,2,8462047,1,0.89639,770,20092010,L,859,1,NYI,,98047,9
0,32,26,Vesa Toskala,0,93,3.47674,Toskala,12,3,4,8462117,0,0.87968,680,20092010,L,773,1,"TOR,CGY",,96297,9
1,33,26,Brian Boucher,0,80,2.7554,Boucher,18,3,2,8462052,1,0.89949,716,20092010,L,796,1,PHI,,104522,9
0,17,13,Jason LaBarbera,0,33,2.13388,LaBarbera,5,1,0,8467391,0,0.9281,426,20092010,L,459,0,PHX,,55673,8
0,20,14,Curtis McElhinney,0,51,2.98867,McElhinney,5,2,0,8470147,0,0.90248,472,20092010,L,523,0,"CGY,ANA",,61432,8
0,16,11,Thomas Greiss,0,35,2.68404,Greiss,4,1,2,8471306,0,0.91228,364,20092010,L,399,0,SJS,,46944,7
