assists,gamesPlayed,gamesStarted,goalieFullName,goals,goalsAgainst,goalsAgainstAverage,lastName,losses,otLosses,penaltyMinutes,playerId,points,savePct,saves,seasonId,shootsCatches,shotsAgainst,shutouts,teamAbbrevs,ties,timeOnIce,wins
1,62,62,Patrick Roy,0,143,2.32029,Roy,15,,15,8451033,1,0.92315,1718,19961997,L,1861,7,COL,7,221868,38
3,67,66,Dominik Hasek,0,153,2.27397,Hasek,20,,30,8447687,3,0.92971,2024,19961997,L,2177,5,BUF,10,242219,37
4,67,64,Martin Brodeur,0,120,1.87584,Brodeur,14,,8,8455710,4,0.92651,1513,19961997,L,1633,10,NJD,13,230296,37
0,61,61,Mike Richter,0,161,2.68508,Richter,22,,4,8450833,0,0.91722,1784,19961997,L,1945,4,NYR,6,215859,33
2,73,73,Grant Fuhr,0,193,2.7176,Fuhr,27,,6,8446991,2,0.90051,1747,19961997,R,1940,3,STL,11,255666,33
2,72,72,Curtis Joseph,0,200,2.92657,Joseph,29,,20,8448382,2,0.90671,1944,19961997,L,2144,6,EDM,9,246021,32
0,55,54,Ron Hextall,0,132,2.55953,Hextall,16,,43,8447775,0,0.89727,1153,19961997,L,1285,5,PHI,5,185659,31
3,72,69,Nikolai Khabibulin,0,193,2.83035,Khabibulin,33,,16,8459140,3,0.90783,1901,19961997,L,2094,7,PHX,6,245482,30
1,67,66,Guy Hebert,0,172,2.67177,Hebert,25,,4,8447715,1,0.91936,1961,19961997,L,2133,4,ANA,12,231756,29
1,48,46,Andy Moog,0,98,2.14718,Moog,13,,12,8449681,1,0.91257,1023,19961997,L,1121,3,DAL,5,164308,28
2,57,56,John Vanbiesbrouck,0,128,2.29453,Vanbiesbrouck,19,,8,8452157,2,0.91908,1454,19961997,L,1582,2,FLA,10,200825,27
3,74,72,Felix Potvin,0,224,3.1466,Potvin,36,,19,8457714,3,0.90812,2214,19961997,L,2438,0,TOR,7,256276,27
2,47,45,Chris Osgood,0,106,2.29702,Osgood,13,,6,8458568,2,0.90978,1069,19961997,L,1175,6,DET,9,166128,23
2,51,51,Sean Burke,0,134,2.69345,Burke,22,,14,8445769,2,0.9141,1426,19961997,L,1560,4,HFD,6,179101,22
0,59,56,Jim Carey,0,169,3.07505,Carey,31,,2,8458968,0,0.88581,1311,19961997,L,1480,1,"WSH,BOS",3,197850,22
0,61,54,Jocelyn Thibault,0,164,2.89641,Thibault,24,,0,8459432,0,0.90964,1651,19961997,L,1815,1,MTL,11,203838,22
1,62,57,Rick Tabaracci,0,152,2.70387,Tabaracci,29,,12,8451834,1,0.90318,1418,19961997,L,1570,5,"CGY,TBL",6,202376,22
0,39,33,Patrick Lalime,0,101,2.9452,Lalime,12,,0,8459579,0,0.91337,1065,19961997,L,1166,3,PIT,2,123455,21
2,44,41,Kirk McLean,0,138,3.20756,McLean,18,,2,8449474,2,0.88933,1109,19961997,L,1247,0,VAN,3,154884,21
