assists,gamesPlayed,gamesStarted,goalieFullName,goals,goalsAgainst,goalsAgainstAverage,lastName,losses,otLosses,penaltyMinutes,playerId,points,savePct,saves,seasonId,shootsCatches,shotsAgainst,shutouts,teamAbbrevs,ties,timeOnIce,wins
8,63,62,Tom Barrasso,0,186,3.01477,Barrasso,14,,24,8445275,8,0.90132,1699,19921993,R,1885,4,PIT,5,222106,43
3,71,70,Ed Belfour,0,177,2.58644,Belfour,18,,28,8445386,3,0.90585,1703,19921993,L,1880,7,CHI,11,246361,41
1,55,55,Andy Moog,0,168,3.15609,Moog,14,,14,8449681,1,0.87619,1189,19921993,L,1357,3,BOS,3,191629,37
4,67,67,Tim Cheveldae,0,210,3.2476,Cheveldae,24,,4,8446082,4,0.88929,1687,19921993,L,1897,4,DET,7,232787,34
5,67,64,Bob Essensa,0,227,3.53331,Essensa,26,,2,8446719,5,0.89287,1892,19921993,L,2119,2,WIN,6,231284,33
2,62,62,Patrick Roy,0,192,3.20446,Roy,25,,16,8451033,2,0.89415,1622,19921993,L,1814,2,MTL,5,215699,31
2,54,52,Ron Hextall,0,172,3.45362,Hextall,16,,56,8447775,2,0.8875,1357,19921993,L,1529,0,QUE,5,179290,29
2,64,62,Mike Vernon,0,203,3.26338,Vernon,26,,42,8452217,2,0.88747,1601,19921993,L,1804,2,CGY,9,223939,29
2,68,67,Curtis Joseph,0,196,3.023,Joseph,28,,8,8448382,2,0.91099,2006,19921993,L,2202,1,STL,9,233410,29
1,54,54,Kirk McLean,0,184,3.38584,McLean,21,,16,8449474,1,0.88606,1431,19921993,L,1615,3,VAN,5,195638,28
1,58,56,Don Beaupre,0,181,3.30892,Beaupre,23,,20,8445381,1,0.88169,1349,19921993,L,1530,1,WSH,5,196922,27
3,60,58,Jon Casey,0,193,3.33135,Casey,26,,28,8446011,3,0.88532,1490,19921993,L,1683,3,MNS,5,208564,26
1,48,46,Felix Potvin,0,116,2.50232,Potvin,15,,4,8457714,1,0.90979,1170,19921993,L,1286,2,TOR,7,166885,25
0,58,57,Grant Fuhr,0,185,3.30447,Fuhr,24,,10,8446991,0,0.893,1544,19921993,R,1729,1,"TOR,BUF",6,201545,24
2,47,45,Glenn Healy,0,146,3.29989,Healy,20,,2,8447709,2,0.88905,1170,19921993,L,1316,1,NYI,2,159278,22
1,42,40,Craig Billington,0,146,3.66637,Billington,16,,8,8445470,1,0.87606,1032,19921993,L,1178,2,NJD,4,143357,21
2,44,41,Tommy Soderstrom,0,143,3.41515,Soderstrom,17,,4,8458080,2,0.89223,1184,19921993,L,1327,5,PHI,6,150740,20
1,48,44,John Vanbiesbrouck,0,152,3.30778,Vanbiesbrouck,18,,18,8452157,1,0.90032,1373,19921993,L,1525,4,NYR,7,165428,20
0,48,44,Chris Terreri,0,151,3.39027,Terreri,21,,6,8451860,0,0.88595,1173,19921993,L,1324,2,NJD,3,160341,19
3,31,30,Kay Whitmore,0,94,3.10373,Whitmore,8,,2,8452440,3,0.89044,764,19921993,L,858,1,VAN,4,109030,18
2,37,30,Stephane Fiset,0,110,3.40349,Fiset,9,,2,8446831,2,0.88359,835,19921993,L,945,0,QUE,4,116351,18
4,50,44,Kelly Hrudey,0,175,3.86285,Hrudey,21,,10,8448020,4,0.88724,1377,19921993,L,1552,2,LAK,6,163092,18
1,26,21,Andre Racicot,0,81,3.39101,Racicot,5,,6,8450657,1,0.88123,601,19921993,L,682,1,MTL,1,85992,17
1,32,30,Daren Puppa,0,96,3.22731,Puppa,7,,0,8450627,1,0.89765,842,19921993,R,938,2,"BUF,TOR",4,107086,17
1,39,37,Mark Fitzpatrick,0,130,3.46235,Fitzpatrick,15,,2,8446829,1,0.87804,936,19921993,L,1066,0,NYI,5,135168,17
3,67,62,Bill Ranford,0,240,3.83701,Ranford,38,,10,8450651,3,0.88377,1825,19921993,L,2065,1,EDM,6,225175,17
2,50,45,Sean Burke,0,184,4.15712,Burke,27,,25,8445769,2,0.87609,1301,19921993,L,1485,0,HFD,3,159341,16
3,30,26,Jim Hrivnak,0,96,3.59861,Hrivnak,10,,0,8448014,3,0.8758,677,19921993,L,773,0,"WSH,WIN",2,96037,15
2,31,28,Robb Stauber,0,111,3.8385,Stauber,8,,4,8451685,2,0.88753,876,19921993,L,987,0,LAK,4,104103,15
4,26,21,Jeff Reese,0,70,3.20419,Reese,4,,4,8450743,4,0.88871,559,19921993,L,629,1,CGY,1,78647,14
0,22,17,Vincent Riendeau,0,64,3.21859,Riendeau,4,,2,8450834,0,0.87739,458,19921993,L,522,0,DET,2,71584,13
1,25,22,Ken Wregget,0,78,3.42176,Wregget,7,,6,8452535,1,0.88728,614,19921993,L,692,0,PIT,2,82063,13
2,34,29,Dominic Roussel,0,111,3.76402,Roussel,11,,11,8457866,2,0.88102,822,19921993,L,933,1,PHI,5,106163,13
5,38,36,Mike Richter,0,134,3.81999,Richter,19,,2,8450833,5,0.88644,1046,19921993,L,1180,1,NYR,3,126283,13
0,28,22,Dominik Hasek,0,75,3.1499,Hasek,10,,0,8447687,0,0.89583,645,19921993,L,720,0,BUF,4,85717,11
3,29,26,Darcy Wakaluk,0,97,3.64627,Wakaluk,12,,20,8452248,3,0.8792,706,19921993,L,803,1,MNS,5,95769,10
2,23,21,John Blue,0,64,2.90461,Blue,8,,6,8455633,2,0.89279,533,19921993,L,597,1,BOS,4,79322,9
0,26,22,Ron Tugnutt,0,93,4.17144,Tugnutt,12,,2,8451837,0,0.87874,674,19921993,L,767,0,EDM,2,80260,9
1,21,19,Jean Claude Bergeron,0,71,3.66241,Bergeron,10,,2,8445438,1,0.8763,503,19921993,L,574,0,TBL,1,69790,8
0,24,17,Guy Hebert,0,74,3.67073,Hebert,8,,2,8447715,0,0.88253,556,19921993,L,630,1,STL,2,72574,8
0,25,20,Rick Tabaracci,0,80,3.68621,Tabaracci,12,,14,8451834,0,0.87841,578,19921993,L,658,2,"WIN,WSH",0,78129,8
2,43,37,Pat Jablonski,0,150,3.96857,Jablonski,24,,7,8448207,2,0.87437,1044,19921993,R,1194,1,TBL,4,136069,8
0,64,60,Peter Sidorkiewicz,0,250,4.42758,Sidorkiewicz,46,,8,8451369,0,0.85607,1487,19921993,L,1737,0,OTT,3,203271,8
2,31,27,Wendell Young,0,97,3.65696,Young,19,,2,8452576,2,0.87203,661,19921993,L,758,0,TBL,2,95489,7
0,36,34,Arturs Irbe,0,142,4.10856,Irbe,26,,10,8456692,0,0.8864,1108,19921993,L,1250,1,SJS,0,124423,7
0,10,10,Rick Knickle,0,35,3.94514,Knickle,4,,2,8456855,0,0.88013,257,19921993,L,292,0,LAK,0,31938,6
0,20,14,Jimmy Waite,0,49,2.95269,Waite,7,,0,8452246,0,0.88077,362,19921993,L,411,2,CHI,1,59742,6
0,10,8,Rejean Lemelin,0,31,3.43352,Lemelin,4,,4,8448759,0,0.86222,194,19921993,L,225,0,BOS,0,32503,5
1,11,11,Tom Draper,0,41,3.705,Draper,6,,2,8446480,1,0.88081,303,19921993,L,344,0,BUF,0,39838,5
1,16,15,Mario Gosselin,0,57,3.94281,Gosselin,9,,2,8447303,1,0.88577,442,19921993,L,499,0,HFD,1,52044,5
0,30,22,Frank Pietrangelo,0,111,4.85163,Pietrangelo,15,,4,8450390,0,0.85823,672,19921993,L,783,0,HFD,1,82364,4
1,16,14,Stephane Beauregard,0,59,4.41451,Beauregard,9,,0,8445382,1,0.85432,346,19921993,R,405,0,PHI,0,48114,3
1,18,14,Brian Hayward,0,86,5.55027,Hayward,14,,2,8447701,1,0.84615,473,19921993,L,559,0,SJS,1,55781,2
1,25,18,Daniel Berthiaume,0,95,4.30026,Berthiaume,17,,2,8445462,1,0.87144,644,19921993,L,739,0,OTT,1,79530,2
1,36,35,Jeff Hackett,0,176,5.28127,Hackett,30,,4,8447449,1,0.85573,1044,19921993,L,1220,0,SJS,1,119971,2
0,3,2,Mike Lenarduzzi,0,9,3.22291,Lenarduzzi,1,,0,8457049,0,0.89655,78,19921993,L,87,0,HFD,1,10053,1
0,4,2,Daniel Lorenz,0,10,3.81719,Lorenz,2,,0,8448778,0,0.87179,68,19921993,L,78,0,NYI,0,9431,1
0,4,4,Corey Hirsch,0,14,3.75,Hirsch,2,,0,8458680,0,0.87931,102,19921993,L,116,0,NYR,1,13440,1
0,1,1,Frederic Chabot,0,1,1.5,Chabot,0,,0,8446134,0,0.94736,18,19921993,R,19,0,MTL,0,2400,0
0,1,0,Olie Kolzig,0,2,6.0,Kolzig,0,,0,8448535,0,0.71428,5,19921993,L,7,0,WSH,0,1200,0
0,1,1,David Littman,0,7,9.24092,Littman,1,,0,8448776,0,0.66666,14,19921993,L,21,0,TBL,0,2727,0
0,1,0,Mike Bales,0,1,2.41935,Bales,0,,0,8455501,0,0.9,9,19921993,L,10,0,BOS,0,1488,0
0,1,0,Byron Dafoe,0,0,0.0,Dafoe,0,,0,8455994,0,,0,19921993,L,0,0,WSH,0,85,0
0,1,0,Corrie D'alessio,0,0,0.0,D'alessio,0,,0,8455996,0,1.0,3,19921993,L,3,0,HFD,0,660,0
0,1,1,Wade Flaherty,0,5,5.01952,Flaherty,1,,0,8456264,0,0.8913,41,19921993,L,46,0,SJS,0,3586,0
0,1,1,Andrei Trefilov,0,5,4.62368,Trefilov,0,,2,8458800,0,0.87179,34,19921993,L,39,0,CGY,1,3893,0
0,2,2,David Goverde,0,13,7.93623,Goverde,2,,0,8456411,0,0.74509,38,19921993,R,51,0,LAK,0,5897,0
0,2,2,Michael O'Neill,0,6,4.93714,O'Neill,0,,0,8457559,0,0.82352,28,19921993,L,34,0,WIN,1,4375,0
0,2,2,Darrin Madeley,0,10,6.66419,Madeley,2,,0,8459350,0,0.77272,34,19921993,L,44,0,OTT,0,5402,0
0,3,2,Jacques Cloutier,0,10,3.88642,Cloutier,2,,0,8446089,0,0.84615,55,19921993,L,65,0,QUE,1,9263,0
0,3,2,Rick Wamsley,0,15,5.63556,Wamsley,3,,0,8452287,0,0.83516,76,19921993,L,91,0,TOR,0,9582,0
0,7,4,Steve Weeks,0,30,7.22214,Weeks,5,,0,8452355,0,0.79166,114,19921993,L,144,0,OTT,0,14954,0
