assists,gamesPlayed,gamesStarted,goalieFullName,goals,goalsAgainst,goalsAgainstAverage,lastName,losses,otLosses,penaltyMinutes,playerId,points,savePct,saves,seasonId,shootsCatches,shotsAgainst,shutouts,teamAbbrevs,ties,timeOnIce,wins
1,63,62,Connor Hellebuyck,0,125,2.00461,Hellebuyck,12,3,2,8476945,1,0.92487,1539,20242025,L,1664,8,WPG,,224482,47
2,63,63,Andrei Vasilevskiy,0,136,2.18002,Vasilevskiy,20,5,8,8476883,2,0.92132,1581,20242025,L,1716,6,TBL,,224585,38
1,58,58,Jake Oettinger,0,147,2.58645,Oettinger,18,4,0,8479979,1,0.90875,1464,20242025,L,1611,2,DAL,,204604,36
1,54,54,Sergei Bobrovsky,0,130,2.43751,Bobrovsky,19,2,4,8475683,1,0.90559,1247,20242025,L,1377,5,FLA,,191999,33
0,50,50,Adin Hill,0,121,2.4692,Hill,13,5,4,8478499,0,0.90641,1172,20242025,L,1293,4,VGK,,176413,32
1,43,42,Logan Thompson,0,105,2.48506,Thompson,6,6,0,8480313,1,0.9104,1067,20242025,R,1172,2,WSH,,152109,31
1,50,50,Darcy Kuemper,0,100,2.01772,Kuemper,11,7,12,8475311,1,0.92186,1168,20242025,L,1267,5,LAK,,178419,31
1,58,58,Filip Gustavsson,1,146,2.55872,Gustavsson,19,6,0,8479406,2,0.91376,1547,20242025,L,1693,5,MIN,,205415,31
1,62,60,Samuel Montembeault,0,166,2.81834,Montembeault,24,7,0,8478470,1,0.90166,1513,20242025,L,1678,4,MTL,,212039,31
2,61,60,Ilya Sorokin,1,158,2.70946,Sorokin,24,6,2,8478009,3,0.90737,1538,20242025,L,1695,4,NYI,,209931,30
3,53,53,Dustin Wolf,0,140,2.63954,Wolf,16,8,2,8481692,3,0.90961,1409,20242025,L,1549,3,CGY,,190942,29
0,56,54,Jordan Binnington,0,145,2.68602,Binnington,22,5,6,8476412,0,0.90048,1312,20242025,L,1457,3,STL,,194339,28
1,56,53,Mackenzie Blackwood,0,137,2.54991,Blackwood,21,6,2,8478406,1,0.9122,1413,20242025,L,1549,4,"SJS,COL",,193418,28
0,42,41,Joseph Woll,0,111,2.7269,Woll,14,1,0,8479361,0,0.90871,1105,20242025,L,1216,1,TOR,,146540,27
3,47,47,Pyotr Kochetkov,0,121,2.60149,Kochetkov,16,3,8,8481611,3,0.89761,1052,20242025,L,1172,2,CAR,,167442,27
2,57,55,Joey Daccord,0,151,2.74941,Daccord,23,5,0,8478916,2,0.90619,1449,20242025,L,1599,2,SEA,,197715,27
0,61,61,Igor Shesterkin,0,167,2.85866,Shesterkin,29,5,6,8478048,0,0.90462,1584,20242025,L,1751,6,NYR,,210308,27
0,49,49,Jacob Markstrom,0,121,2.50084,Markstrom,16,6,0,8474593,0,0.90032,1093,20242025,L,1214,4,NJD,,174181,26
0,51,50,Stuart Skinner,0,138,2.81398,Skinner,18,4,0,8479973,0,0.89584,1187,20242025,L,1325,3,EDM,,176547,26
1,53,52,Elvis Merzlikins,0,168,3.17889,Merzlikins,21,5,8,8478007,1,0.8921,1389,20242025,L,1557,1,CBJ,,190255,26
1,58,55,Karel Vejmelka,0,145,2.58287,Vejmelka,22,8,0,8478872,1,0.9039,1364,20242025,R,1509,1,UTA,,202100,26
2,44,43,Linus Ullmark,0,112,2.72364,Ullmark,14,3,0,8476999,2,0.90968,1118,20242025,L,1229,4,OTT,,148037,25
1,51,49,Kevin Lankinen,0,132,2.6227,Lankinen,15,10,0,8480947,1,0.90185,1213,20242025,L,1345,4,VAN,,181187,25
1,55,55,Ukko-Pekka Luukkonen,0,169,3.1965,Luukkonen,24,5,2,8480045,1,0.88657,1321,20242025,L,1490,2,BUF,,190333,24
0,54,49,Lukas Dostal,0,158,3.10042,Dostal,23,7,0,8480843,0,0.90276,1467,20242025,L,1625,1,ANA,,183459,23
1,36,31,Calvin Pickard,0,85,2.71029,Pickard,10,1,0,8475717,1,0.89988,764,20242025,L,849,0,EDM,,112903,22
0,47,45,Samuel Ersson,0,136,3.13631,Ersson,17,5,2,8481035,0,0.88296,1026,20242025,L,1162,2,PHI,,156107,22
0,58,58,Jeremy Swayman,0,176,3.1145,Swayman,29,7,2,8480280,0,0.89215,1456,20242025,L,1632,4,BOS,,203435,22
1,34,33,Anthony Stolarz,0,71,2.14404,Stolarz,8,3,0,8476932,1,0.92565,884,20242025,L,955,4,TOR,,119214,21
0,47,43,Cam Talbot,0,129,2.92941,Talbot,19,5,0,8475660,0,0.90115,1167,20242025,L,1295,2,DET,,158530,21
0,39,38,Charlie Lindgren,0,104,2.72846,Lindgren,14,3,0,8479292,0,0.89644,883,20242025,R,985,1,WSH,,137220,20
1,58,58,Juuse Saros,0,167,2.98408,Saros,31,6,4,8477424,1,0.89572,1426,20242025,L,1592,4,NSH,,201469,20
2,38,36,Spencer Knight,0,100,2.72374,Knight,16,3,0,8481519,2,0.90207,912,20242025,L,1011,2,"FLA,CHI",,132171,17
1,29,29,Ilya Samsonov,0,82,2.81889,Samsonov,9,4,4,8478492,1,0.89095,670,20242025,L,752,2,VGK,,104722,16
1,31,28,Joel Hofer,0,74,2.64471,Hofer,8,3,2,8480981,1,0.90352,693,20242025,L,767,1,STL,,100729,16
0,34,31,David Rittich,0,88,2.83799,Rittich,14,2,2,8479496,0,0.88715,684,20242025,L,771,0,LAK,,111628,16
1,36,35,Tristan Jarry,0,105,3.11896,Jarry,12,6,2,8477465,1,0.89289,867,20242025,L,971,2,PIT,,121194,16
0,34,29,Justus Annunen,0,95,3.18468,Annunen,15,1,0,8481020,0,0.88329,719,20242025,L,814,0,"COL,NSH",,107389,15
1,49,47,Alexandar Georgiev,0,165,3.70536,Georgiev,26,4,0,8480382,1,0.87471,1152,20242025,L,1317,0,"COL,SJS",,160308,15
0,24,22,Scott Wedgewood,0,53,2.31595,Wedgewood,6,2,0,8475809,0,0.9083,525,20242025,L,578,2,"NSH,COL",,82385,14
0,26,22,Marc-Andre Fleury,0,68,2.93468,Fleury,9,1,2,8470594,0,0.8985,602,20242025,L,670,1,MIN,,83416,14
1,27,24,Casey DeSmith,0,65,2.59222,DeSmith,8,2,2,8479193,1,0.91458,696,20242025,L,761,2,DAL,,90270,14
0,30,26,Alex Lyon,0,73,2.80835,Lyon,9,1,2,8479312,0,0.89645,632,20242025,L,705,1,DET,,93578,14
2,38,35,Alex Nedeljkovic,1,112,3.12434,Nedeljkovic,15,5,2,8477968,3,0.89373,942,20242025,L,1054,1,PIT,,129051,14
1,22,22,Frederik Andersen,0,55,2.50091,Andersen,8,1,0,8475883,1,0.89926,491,20242025,L,546,1,CAR,,79171,13
