playerId,topShotSpeed,skatingSpeed,totalDistanceSkated,distanceMaxGame,longShots,longGoals,midShots,midGoals,highShots,highGoals,offensiveZonePctg,neutralZonePctg,defensiveZonePctg,Behind the Net Shots,Beyond Red Line Shots,Center Point Shots,Crease Shots,High Slot Shots,L Circle Shots,L Corner Shots,L Net Side Shots,L Point Shots,Low Slot Shots,Offensive Neutral Zone Shots,Outside L Shots,Outside R Shots,R Circle Shots,R Corner Shots,R Net Side Shots,R Point Shots
8478402,143.0385,38.875,498.3691,8.6931,6,0,110,23,161,35,0.46967453,0.16762651,0.36269896,10,3,3,10,34,50,1,23,3,151,2,12,7,26,0,17,0
8477934,142.2177,37.508,414.0806,6.8469,11,0,76,11,76,26,0.46330482,0.16966876,0.36702642,1,2,3,0,28,11,0,8,5,76,4,6,23,37,2,38,3
8476453,151.3588,35.342,421.769,6.6474,31,1,132,13,51,12,0.45315017,0.18160811,0.36524173,3,2,11,2,46,14,0,2,7,49,2,3,30,72,0,15,13
8477956,158.4399,37.883,404.3221,6.2134,58,1,164,29,107,17,0.45967355,0.18013275,0.3601937,5,2,26,2,55,74,1,18,20,105,5,30,13,35,0,4,12
8477492,150.2001,38.657,398.1375,7.8665,49,2,169,23,77,12,0.46227374,0.17554262,0.36218363,1,2,20,1,56,65,0,15,22,76,6,30,13,48,0,4,7
8479314,140.206,35.167,374.0063,6.4047,24,1,65,5,158,31,0.48390112,0.17937752,0.33672136,3,1,11,9,17,21,1,12,7,149,11,15,12,27,0,20,6
8480027,147.0619,34.808,388.4921,5.7959,55,2,126,19,78,20,0.45958739,0.18813902,0.35227359,3,6,21,8,42,32,3,3,16,70,11,10,11,52,0,7,18
8478420,145.1306,36.874,421.2554,7.0776,37,2,111,17,91,27,0.45899101,0.17565944,0.36534955,3,4,15,7,28,24,0,11,5,84,10,6,18,59,0,15,17
8476454,132.3042,36.015,403.0633,6.3024,13,1,86,12,70,18,0.45469609,0.16441964,0.38088427,0,5,3,5,33,42,0,7,6,65,2,8,3,11,0,7,4
8480012,154.143,37.506,397.0153,6.2453,21,2,98,13,80,20,0.44153823,0.16787854,0.39058323,3,6,12,7,29,23,2,4,0,73,4,14,18,46,2,5,9
8474578,162.3023,36.118,460.8516,7.9371,99,10,51,6,18,6,0.44994872,0.19890536,0.35114592,1,8,45,1,26,4,0,5,23,17,6,9,7,21,0,5,31
8481559,135.024,37.335,444.7013,7.4801,14,0,129,14,102,17,0.45529353,0.18766383,0.35704263,5,3,8,8,51,43,1,22,1,94,3,15,21,35,1,20,5
8478483,147.1745,35.576,429.2354,7.4254,34,3,69,11,50,14,0.43988043,0.16888884,0.39123073,1,4,17,2,31,17,0,6,7,48,1,9,17,21,1,4,10
8478010,140.7532,39.047,432.1696,6.8943,4,0,84,12,129,36,0.45262683,0.18165509,0.36571808,2,1,1,3,47,10,0,2,1,126,4,1,1,27,0,7,2
8479420,163.6542,35.388,363.9655,6.0177,35,0,121,18,87,23,0.4432952,0.18014032,0.37656448,1,1,13,9,37,54,0,5,13,78,1,19,18,30,0,7,9
8471675,149.8299,36.261,417.9642,6.7644,26,1,55,8,99,22,0.46762216,0.17654567,0.35583217,5,11,11,2,20,18,0,7,9,97,14,13,13,17,1,11,6
8478550,147.8826,35.574,400.2037,6.2387,26,1,93,16,36,7,0.47250705,0.173228,0.35426494,2,1,12,0,33,32,0,10,7,36,3,16,13,28,0,4,7
8476459,156.0098,37.273,430.1688,6.8994,42,0,83,13,62,19,0.44017902,0.17050091,0.38932007,3,6,12,2,19,48,1,8,19,60,3,25,13,16,0,5,11
8482116,152.7911,37.28,446.4678,7.8551,16,0,89,12,81,25,0.44540248,0.17454175,0.38005577,1,3,9,5,27,26,0,5,4,76,2,8,12,36,0,11,3
8477939,152.9199,36.44,375.1833,5.7646,25,2,105,9,109,25,0.4595118,0.16949235,0.37099585,2,1,13,12,33,23,0,11,5,97,1,4,24,49,0,11,7
8479343,146.0641,37.15,424.3998,6.8409,19,2,85,13,56,14,0.4335649,0.1819646,0.38447049,2,2,10,5,33,28,2,14,5,51,2,16,19,24,0,6,4
8479318,151.5036,36.13,407.9515,7.5222,31,2,122,17,127,18,0.4666805,0.17282227,0.36049723,1,2,16,8,57,47,0,6,8,119,4,10,12,18,0,12,7
8474564,158.971,36.259,359.9277,5.4767,18,1,114,16,61,11,0.44073558,0.18020178,0.37906264,2,2,10,3,29,64,0,6,8,58,2,24,7,21,0,4,0
8475786,146.4503,36.884,351.8258,5.4805,8,1,59,6,179,29,0.46338351,0.16940945,0.36720703,1,0,2,17,29,17,0,7,2,162,2,6,6,13,0,8,4
8471215,146.6595,34.395,407.1907,6.1966,35,0,82,9,84,17,0.47471273,0.17485065,0.35043662,1,2,18,6,34,18,1,5,12,78,2,14,9,30,0,5,5
8480801,148.0918,35.014,349.468,5.7445,35,0,65,7,171,24,0.46039494,0.174514,0.36509106,5,3,10,12,26,30,3,7,16,159,8,26,12,9,2,10,9
8475784,150.699,34.304,327.1469,5.1886,11,0,65,10,99,18,0.4469902,0.18266913,0.37034067,7,3,3,8,20,19,1,10,7,91,3,13,15,26,0,15,1
8476468,159.0193,35.967,392.146,6.2484,26,3,97,13,69,13,0.4609219,0.16278939,0.37628871,0,7,8,2,26,58,0,4,12,67,3,8,5,13,0,4,6
8475166,139.5784,35.385,342.1064,5.6142,12,1,71,8,169,27,0.45724455,0.17274186,0.3700136,2,1,5,27,35,28,0,1,5,142,1,12,3,8,0,5,2
8480002,141.7832,36.371,367.2134,5.561,20,2,74,9,128,18,0.42711385,0.1811698,0.39171636,0,4,9,7,25,27,0,6,6,121,2,11,6,22,0,5,5
8478398,148.5746,36.453,439.737,7.1677,9,0,124,17,81,11,0.46984091,0.173015,0.35714409,3,0,4,1,32,33,0,7,1,80,1,20,18,59,0,10,4
8477949,150.2805,37.356,382.3451,6.609,14,1,78,12,65,18,0.43440065,0.18194197,0.38365738,1,9,6,1,28,21,1,9,2,64,7,6,22,29,0,6,6
8477946,147.8343,36.987,410.7708,6.7989,17,0,86,8,77,16,0.44654855,0.17104719,0.38240426,0,6,6,2,40,27,0,8,7,75,11,13,13,19,2,11,4
8473512,149.7977,37.62,389.0797,6.0346,22,2,63,10,67,21,0.42995218,0.17044576,0.39960205,1,13,7,2,23,16,0,1,11,65,23,4,16,24,0,4,4
8477493,148.0275,36.011,371.9773,7.36,20,0,93,11,63,10,0.4625346,0.17566302,0.36180238,1,3,9,3,24,31,0,1,6,60,3,8,6,38,0,10,5
8473994,138.2426,33.965,338.5155,5.2551,5,0,62,12,86,20,0.43818419,0.18276183,0.37905399,1,4,1,5,26,21,0,3,2,81,12,4,4,15,0,9,2
