assists,evGoals,evPoints,faceoffWinPct,gameWinningGoals,gamesPlayed,goals,lastName,otGoals,penaltyMinutes,playerId,plusMinus,points,pointsPerGame,positionCode,ppGoals,ppPoints,seasonId,shGoals,shPoints,shootingPct,shootsCatches,shots,skaterFullName,teamAbbrevs,timeOnIcePerGame
60,29,69,0.21568,9,82,46,Kane,1,30,8474141,17,106,1.29268,R,17,37,20152016,0,0,0.16027,L,287,Patrick Kane,CHI,1224.6219
48,22,54,0.4728,5,82,41,Benn,1,64,8473994,7,89,1.08536,L,17,30,20152016,2,5,0.16599,L,247,Jamie Benn,DAL,1201.317
49,26,61,0.51704,9,80,36,Crosby,2,42,8471675,19,85,1.0625,C,10,24,20152016,0,0,0.14516,L,248,Sidney Crosby,PIT,1228.1625
63,11,53,0.52988,6,82,19,Thornton,0,54,8466138,25,82,1.0,C,8,29,20152016,0,0,0.15702,L,121,Joe Thornton,SJS,1101.7439
66,15,56,0.0,3,82,16,Karlsson,2,50,8474578,-2,82,1.0,D,1,26,20152016,0,0,0.06451,R,248,Erik Karlsson,OTT,1738.4756
48,24,57,0.4,6,79,30,Gaudreau,3,20,8476346,4,78,0.98734,L,6,21,20152016,0,0,0.13824,L,217,Johnny Gaudreau,CGY,1195.8354
40,26,50,0.5501,11,82,38,Pavelski,1,30,8470794,25,78,0.95121,C,12,28,20152016,0,0,0.16964,R,224,Joe Pavelski,SJS,1188.9512
52,21,57,0.35714,5,82,26,Wheeler,2,49,8471218,8,78,0.95121,R,3,17,20152016,2,4,0.10156,R,256,Blake Wheeler,WPG,1187.2439
47,22,53,,7,80,30,Panarin,1,32,8478550,8,77,0.9625,L,8,24,20152016,0,0,0.16042,R,187,Artemi Panarin,CHI,1111.225
57,15,59,0.47757,4,82,20,Kuznetsov,2,32,8475744,27,77,0.93902,C,5,18,20152016,0,0,0.10362,L,193,Evgeny Kuznetsov,WSH,1044.9146
48,19,43,1.0,4,82,27,Burns,1,53,8470613,-5,75,0.91463,D,7,30,20152016,1,2,0.07648,R,353,Brent Burns,SJS,1551.8414
34,28,50,0.0,7,80,40,Tarasenko,2,37,8475765,7,74,0.925,R,12,24,20152016,0,0,0.13698,L,292,Vladimir Tarasenko,STL,1118.2625
49,19,53,0.5349,8,81,25,Kopitar,4,16,8471685,34,74,0.91358,C,5,18,20152016,1,3,0.14124,L,177,Anze Kopitar,LAK,1252.0
40,26,49,0.55555,6,72,33,Seguin,1,16,8475794,2,73,1.01388,C,7,24,20152016,0,0,0.1187,R,278,Tyler Seguin,DAL,1166.5416
21,31,47,,8,79,50,Ovechkin,2,53,8471214,21,71,0.89873,L,19,24,20152016,0,0,0.12562,R,398,Alex Ovechkin,WSH,1218.5063
50,17,40,0.48563,4,75,20,Backstrom,0,36,8473563,17,70,0.93333,C,3,30,20152016,0,0,0.15503,L,129,Nicklas Backstrom,WSH,1150.9066
37,26,51,0.54087,5,78,33,Tavares,0,38,8475166,6,70,0.89743,C,7,19,20152016,0,0,0.132,L,250,John Tavares,NYI,1199.6666
36,19,40,0.57128,6,80,32,Bergeron,0,49,8470638,12,68,0.85,C,12,25,20152016,1,3,0.11347,R,282,Patrice Bergeron,BOS,1190.0875
51,11,37,,2,71,16,Letang,1,66,8471724,9,67,0.94366,D,5,27,20152016,0,3,0.07339,R,218,Kris Letang,PIT,1616.7042
45,15,38,0.57469,5,78,22,Giroux,2,53,8473512,-8,67,0.85897,R,6,27,20152016,1,2,0.09128,R,241,Claude Giroux,PHI,1232.782
36,21,41,0.0,4,77,30,Kucherov,1,30,8476453,9,66,0.85714,R,9,25,20152016,0,0,0.14354,L,209,Nikita Kucherov,TBL,1092.7402
39,22,55,0.0,4,79,27,Jagr,0,48,8448208,23,66,0.83544,R,5,11,20152016,0,0,0.18881,L,143,Jaromir Jagr,FLA,1024.5063
39,22,53,0.35897,6,82,26,Hall,1,54,8475791,-4,65,0.79268,L,4,12,20152016,0,0,0.0909,L,286,Taylor Hall,EDM,1152.256
28,21,38,0.49946,8,77,36,Stamkos,0,38,8474564,3,64,0.83116,C,14,23,20152016,1,3,0.16666,R,216,Steven Stamkos,TBL,1185.2727
42,15,41,0.36507,4,79,22,Okposo,2,51,8473449,-4,64,0.81012,R,7,23,20152016,0,0,0.10891,R,202,Kyle Okposo,NYI,1092.3417
34,21,46,0.46153,6,82,30,Pacioretty,0,34,8474157,-10,64,0.78048,L,8,17,20152016,1,1,0.099,L,303,Max Pacioretty,MTL,1111.6341
31,24,40,0.22222,3,82,33,Forsberg,0,47,8476887,1,64,0.78048,L,8,23,20152016,1,1,0.1336,R,247,Filip Forsberg,NSH,1143.1585
46,13,42,0.50134,3,72,17,Krejci,0,32,8471276,4,63,0.875,C,4,18,20152016,0,3,0.11888,R,143,David Krejci,BOS,1218.0555
30,24,39,0.54841,7,75,33,Spezza,0,22,8469455,4,63,0.84,C,9,24,20152016,0,0,0.16336,R,202,Jason Spezza,DAL,991.2
50,7,40,0.49384,5,77,13,Getzlaf,1,55,8470612,14,63,0.81818,C,6,22,20152016,0,1,0.07303,R,178,Ryan Getzlaf,ANA,1170.3506
36,20,43,0.51006,5,81,27,Monahan,1,18,8477497,-6,63,0.77777,C,7,20,20152016,0,0,0.13705,L,197,Sean Monahan,CGY,1150.1975
33,18,43,0.57142,5,82,30,Eriksson,1,12,8470626,13,63,0.76829,L,10,17,20152016,2,3,0.16304,L,184,Loui Eriksson,BOS,1168.9024
38,19,48,0.48697,6,77,24,Carter,3,20,8470604,18,62,0.80519,C,4,12,20152016,1,2,0.09917,R,242,Jeff Carter,LAK,1103.2987
28,22,38,0.2,6,82,34,Perry,0,68,8470621,2,62,0.75609,R,12,24,20152016,0,0,0.15813,R,215,Corey Perry,ANA,1062.4634
32,22,50,0.44168,3,71,29,Scheifele,1,48,8476460,16,61,0.85915,C,7,11,20152016,0,0,0.14948,R,194,Mark Scheifele,WPG,1112.9295
38,17,43,0.42105,1,75,23,Stone,1,38,8475913,-4,61,0.81333,R,5,15,20152016,1,3,0.15231,R,151,Mark Stone,OTT,1206.8133
24,27,47,0.375,6,77,37,Marchand,2,90,8473419,21,61,0.7922,L,6,8,20152016,4,6,0.148,L,250,Brad Marchand,BOS,1116.0129
47,7,35,,3,81,14,Josi,1,43,8474600,-3,61,0.75308,D,6,24,20152016,1,2,0.0707,L,198,Roman Josi,NSH,1529.0493
35,19,43,0.45454,4,81,26,Zuccarello,1,34,8475692,2,61,0.75308,R,7,18,20152016,0,0,0.15662,L,166,Mats Zuccarello,NYR,1108.5925
33,20,41,0.26315,6,82,28,Sedin,1,36,8467875,7,61,0.7439,L,8,19,20152016,0,1,0.10852,L,258,Daniel Sedin,VAN,1100.0243
39,12,37,0.56512,2,71,21,O'Reilly,1,8,8475158,-16,60,0.84507,C,8,22,20152016,1,1,0.13375,L,157,Ryan O'Reilly,BUF,1304.0985
46,10,38,0.52327,2,80,14,Johansen,0,61,8475793,6,60,0.75,C,4,22,20152016,0,0,0.07567,R,185,Ryan Johansen,"CBJ,NSH",1053.7625
42,12,46,0.51526,1,81,18,Jokinen,0,42,8469638,25,60,0.74074,L,5,12,20152016,1,2,0.11764,L,153,Jussi Jokinen,FLA,1097.4814
28,19,39,0.71428,5,81,32,Simmonds,0,147,8474190,-7,60,0.74074,R,13,21,20152016,0,0,0.13973,R,229,Wayne Simmonds,PHI,1034.0493
31,18,41,0.49221,8,66,28,Barkov,0,8,8477493,18,59,0.89393,C,9,16,20152016,1,2,0.16374,L,171,Aleksander Barkov,FLA,1165.803
29,22,44,0.57916,6,76,30,Duchene,0,24,8475168,-8,59,0.77631,C,8,15,20152016,0,0,0.15,L,200,Matt Duchene,COL,1115.4342
39,15,45,0.38888,2,76,20,Huberdeau,0,43,8476456,17,59,0.77631,L,4,13,20152016,1,1,0.11494,L,174,Jonathan Huberdeau,FLA,1088.6184
30,20,46,0.44444,3,78,29,Hoffman,1,18,8474884,1,59,0.75641,C,9,13,20152016,0,0,0.11983,L,242,Mike Hoffman,OTT,1052.5897
33,15,37,0.44827,5,80,26,Schenn,0,33,8475170,3,59,0.7375,C,11,22,20152016,0,0,0.14606,L,178,Brayden Schenn,PHI,1013.6375
33,22,42,0.4,5,82,26,Kessel,1,18,8473548,9,59,0.71951,R,4,17,20152016,0,0,0.09489,R,274,Phil Kessel,PIT,1102.878
31,16,31,0.41986,6,57,27,Malkin,2,65,8471215,1,58,1.01754,C,11,27,20152016,0,0,0.16666,L,162,Evgeni Malkin,PIT,1162.1228
