assists,evGoals,evPoints,faceoffWinPct,gameWinningGoals,gamesPlayed,goals,lastName,otGoals,penaltyMinutes,playerId,plusMinus,points,pointsPerGame,positionCode,ppGoals,ppPoints,seasonId,shGoals,shPoints,shootingPct,shootsCatches,shots,skaterFullName,teamAbbrevs,timeOnIcePerGame
59,38,75,0.4752,9,75,50,Malkin,1,70,8471215,18,109,1.45333,C,12,34,20112012,0,0,0.14749,L,339,Evgeni Malkin,PIT,1261.4133
37,48,72,0.45476,12,82,60,Stamkos,5,66,8474564,7,97,1.18292,C,12,25,20112012,0,0,0.19801,R,303,Steven Stamkos,TBL,1321.2195
65,22,53,0.53661,5,77,28,Giroux,2,29,8473512,6,93,1.20779,R,6,38,20112012,0,2,0.1157,R,242,Claude Giroux,PHI,1292.6493
50,24,60,0.5347,2,80,34,Spezza,0,36,8469455,11,84,1.05,C,10,24,20112012,0,0,0.14655,R,232,Jason Spezza,OTT,1195.2875
46,24,49,0.35135,5,77,37,Kovalchuk,0,33,8469454,-9,83,1.07792,L,10,29,20112012,3,5,0.11935,R,310,Ilya Kovalchuk,NJD,1429.2597
45,27,59,0.32142,6,82,37,Kessel,0,20,8473548,-10,82,1.0,R,10,23,20112012,0,0,0.12542,R,295,Phil Kessel,TOR,1203.3048
41,22,51,0.26666,4,80,40,Neal,0,87,8471707,6,81,1.0125,L,18,30,20112012,0,0,0.12158,L,329,James Neal,PIT,1148.0625
67,6,54,0.50076,6,82,14,Sedin,0,52,8467876,23,81,0.9878,C,8,27,20112012,0,0,0.12389,L,113,Henrik Sedin,VAN,1145.2804
50,24,56,0.51324,8,82,31,Tavares,1,26,8475166,-6,81,0.9878,C,7,25,20112012,0,0,0.10839,L,286,John Tavares,NYI,1234.0975
52,16,45,0.44119,3,81,26,Elias,0,16,8460542,-8,78,0.96296,C,8,29,20112012,2,4,0.15853,L,164,Patrik Elias,NJD,1191.1851
59,16,50,0.0,5,81,19,Karlsson,0,42,8474578,16,78,0.96296,D,3,28,20112012,0,0,0.07279,R,261,Erik Karlsson,OTT,1519.0123
48,18,54,0.33333,4,81,29,Hossa,0,20,8466148,18,77,0.95061,R,9,20,20112012,2,3,0.11693,L,248,Marian Hossa,CHI,1197.8765
