assists,evGoals,evPoints,faceoffWinPct,gameWinningGoals,gamesPlayed,goals,lastName,otGoals,penaltyMinutes,playerId,plusMinus,points,pointsPerGame,positionCode,ppGoals,ppPoints,seasonId,shGoals,shPoints,shootingPct,shootsCatches,shots,skaterFullName,teamAbbrevs,timeOnIcePerGame
77,21,73,0.46967,2,75,29,Forsberg,1,70,8458520,52,106,1.41333,C,8,33,20022003,0,0,0.17469,L,166,Peter Forsberg,COL,1159.6
56,24,50,0.33333,12,82,48,Naslund,1,52,8458530,6,104,1.26829,L,24,54,20022003,0,0,0.16326,L,294,Markus Naslund,VAN,1194.1341
65,22,65,0.4949,4,77,36,Thornton,0,109,8466138,12,101,1.31168,C,12,34,20022003,2,2,0.18367,L,196,Joe Thornton,BOS,1337.2727
48,32,63,0.44186,4,82,50,Hejduk,2,32,8460577,52,98,1.19512,R,18,35,20022003,0,0,0.20491,R,244,Milan Hejduk,COL,1190.3048
51,21,55,0.47115,7,82,46,Bertuzzi,1,144,8459444,2,97,1.18292,R,25,42,20022003,0,0,0.1893,L,243,Todd Bertuzzi,VAN,1234.1463
57,25,57,0.46129,4,78,36,Demitra,1,32,8459648,0,93,1.1923,R,11,36,20022003,0,0,0.1756,L,205,Pavol Demitra,STL,1187.3846
48,32,63,0.375,5,82,44,Murray,2,64,8458532,9,92,1.12195,R,12,28,20022003,0,1,0.13293,R,331,Glen Murray,BOS,1339.2926
63,14,46,0.46064,4,67,28,Lemieux,1,43,8448782,-25,91,1.3582,C,14,45,20022003,0,0,0.11914,R,235,Mario Lemieux,PIT,1362.0
48,21,49,0.36734,6,77,41,Heatley,0,58,8468482,-8,89,1.15584,L,19,39,20022003,1,1,0.16269,L,252,Dany Heatley,ATL,1317.0
48,25,55,0.3,5,76,37,Palffy,1,47,8458540,22,85,1.11842,R,10,27,20022003,2,3,0.13357,L,277,Ziggy Palffy,LAK,1346.6973
57,21,51,0.51382,6,79,28,Modano,2,30,8449645,34,85,1.07594,C,5,31,20022003,2,3,0.14507,L,193,Mike Modano,DAL,1252.6582
47,24,52,0.53354,11,80,36,Fedorov,2,52,8446788,15,83,1.0375,C,10,28,20022003,2,3,0.12811,L,281,Sergei Fedorov,DET,1241.925
56,13,45,0.30769,2,82,25,Kariya,0,48,8459426,-3,81,0.9878,L,11,35,20022003,1,1,0.09727,L,257,Paul Kariya,ANA,1217.2926
35,31,47,0.36842,10,80,45,Hossa,1,34,8466148,8,80,1.0,R,14,33,20022003,0,0,0.1965,L,229,Marian Hossa,OTT,1110.8625
46,25,46,0.33333,9,73,33,Mogilny,0,12,8449654,4,79,1.08219,R,5,28,20022003,3,5,0.2,L,165,Alexander Mogilny,TOR,1202.6438
57,13,50,0.51552,4,80,22,Prospal,1,53,8459492,9,79,0.9875,L,9,29,20022003,0,0,0.16417,L,134,Vinny Prospal,TBL,1102.425
51,18,45,0.4,6,78,27,Alfredsson,1,42,8460621,15,78,1.0,R,9,33,20022003,0,0,0.1125,R,240,Daniel Alfredsson,OTT,1171.9615
45,20,52,0.43916,3,80,33,Lecavalier,0,39,8467329,0,78,0.975,C,11,24,20022003,2,2,0.12043,L,274,Vincent Lecavalier,TBL,1157.4375
41,21,45,0.2,9,75,36,Jagr,2,38,8448208,5,77,1.02666,R,13,30,20022003,2,2,0.12413,L,290,Jaromir Jagr,WSH,1263.9733
40,26,45,0.36842,3,78,37,Kovalev,0,70,8458529,-9,77,0.98717,R,11,32,20022003,0,0,0.13653,L,271,Alex Kovalev,"PIT,NYR",1328.5256
52,14,31,0.44827,2,81,24,Whitney,0,22,8458537,-26,76,0.93827,L,8,42,20022003,2,3,0.10212,R,235,Ray Whitney,CBJ,1260.0864
39,24,48,0.38888,4,82,37,Hull,1,22,8448091,11,76,0.92682,R,12,26,20022003,1,2,0.14122,R,262,Brett Hull,DET,1058.2804
49,14,40,0.2,3,79,26,Satan,1,20,8459534,-3,75,0.94936,R,11,31,20022003,1,4,0.10833,L,240,Miroslav Satan,BUF,1283.3417
57,13,36,0.47467,2,80,17,Richards,0,24,8467389,3,74,0.925,C,4,38,20022003,0,0,0.06137,L,277,Brad Richards,TBL,1181.9375
35,18,38,0.56087,8,75,37,Sundin,2,58,8451774,1,72,0.96,C,16,29,20022003,3,5,0.16591,R,223,Mats Sundin,TOR,1215.0133
50,15,48,0.49616,5,82,21,Koivu,0,72,8459442,5,71,0.86585,C,5,22,20022003,1,1,0.14285,L,147,Saku Koivu,MTL,1154.2682
46,17,41,0.48264,8,82,25,Morrison,2,36,8459461,18,71,0.86585,C,6,28,20022003,2,2,0.1497,L,167,Brendan Morrison,VAN,1273.4878
49,11,39,0.34328,2,79,21,Kozlov,1,66,8456887,-10,70,0.88607,L,9,29,20022003,1,2,0.11351,L,185,Vyacheslav Kozlov,ATL,1200.6962
37,18,47,0.37837,5,82,33,St. Louis,0,32,8466378,10,70,0.85365,R,12,19,20022003,3,4,0.16417,L,201,Martin St. Louis,TBL,1171.0609
47,12,41,0.4593,2,82,22,Lang,0,22,8456966,12,69,0.84146,C,10,28,20022003,0,0,0.15068,R,146,Robert Lang,WSH,1116.9512
38,17,40,0.60714,6,78,30,Shanahan,0,103,8451302,5,68,0.87179,L,13,27,20022003,0,1,0.11538,R,260,Brendan Shanahan,DET,1091.0769
48,10,31,0.48756,5,79,20,Cassels,1,30,8446003,-4,68,0.86075,C,9,34,20022003,1,3,0.17699,L,113,Andrew Cassels,CBJ,1191.6202
52,6,29,1.0,2,80,16,MacInnis,0,61,8448960,22,68,0.85,D,9,37,20022003,1,2,0.05351,R,299,Al MacInnis,STL,1602.5875
