assists,evGoals,evPoints,faceoffWinPct,gameWinningGoals,gamesPlayed,goals,lastName,otGoals,penaltyMinutes,playerId,plusMinus,points,pointsPerGame,positionCode,ppGoals,ppPoints,seasonId,shGoals,shPoints,shootingPct,shootsCatches,shots,skaterFullName,teamAbbrevs,timeOnIcePerGame
83,23,83,0.49508,5,82,29,Sedin,0,48,8467876,35,112,1.36585,C,4,27,20092010,2,2,0.17469,L,166,Henrik Sedin,VAN,1181.2682
59,37,73,0.45454,7,72,50,Ovechkin,0,89,8471214,45,109,1.51388,L,13,36,20092010,0,0,0.13586,R,368,Alex Ovechkin,WSH,1307.8472
58,36,72,0.5589,6,81,51,Crosby,1,71,8471675,15,109,1.34567,C,13,34,20092010,2,3,0.17114,L,298,Sidney Crosby,PIT,1317.2716
68,22,64,0.49925,4,82,33,Backstrom,1,50,8473563,37,101,1.2317,C,11,37,20092010,0,0,0.14864,L,222,Nicklas Backstrom,WSH,1226.7682
44,26,53,0.47908,5,82,51,Stamkos,1,38,8474564,-2,95,1.15853,C,24,41,20092010,1,1,0.17171,R,297,Steven Stamkos,TBL,1233.0975
65,21,56,0.45222,7,82,29,St. Louis,2,12,8466378,-8,94,1.14634,R,7,37,20092010,1,1,0.11983,L,242,Martin St. Louis,TBL,1308.5487
67,11,51,0.51491,2,80,24,Richards,0,14,8467389,-12,91,1.1375,C,13,40,20092010,0,0,0.0845,L,284,Brad Richards,DAL,1251.8625
69,15,57,0.53908,2,79,20,Thornton,0,54,8466138,17,89,1.12658,C,4,29,20092010,1,3,0.14184,L,141,Joe Thornton,SJS,1191.3417
58,21,58,0.40909,6,82,30,Kane,0,20,8474141,16,88,1.07317,R,9,29,20092010,0,1,0.11494,L,261,Patrick Kane,CHI,1151.7804
44,27,58,0.28571,4,76,42,Gaborik,0,37,8468483,15,86,1.13157,R,14,26,20092010,1,2,0.15441,L,272,Marian Gaborik,NYR,1274.7894
56,21,64,0.33333,8,63,29,Sedin,1,28,8467875,36,85,1.3492,L,8,21,20092010,0,0,0.12888,L,225,Daniel Sedin,VAN,1148.1746
44,29,58,0.23333,4,76,41,Kovalchuk,1,53,8469454,10,85,1.11842,L,12,27,20092010,0,0,0.14137,R,290,Ilya Kovalchuk,"ATL,NJD",1322.1315
44,30,55,0.375,5,73,40,Semin,0,66,8470120,36,84,1.15068,R,8,27,20092010,2,2,0.14388,R,278,Alexander Semin,WSH,1147.3972
39,28,54,0.51382,6,82,44,Marleau,0,22,8466139,21,83,1.01219,C,12,25,20092010,4,4,0.16058,L,274,Patrick Marleau,SJS,1272.6951
44,28,55,0.375,5,81,38,Parise,1,32,8470610,24,82,1.01234,L,9,26,20092010,1,1,0.10951,L,347,Zach Parise,NJD,1186.4814
43,20,51,0.4,9,82,39,Heatley,1,54,8468482,14,82,1.0,L,18,30,20092010,1,1,0.13928,L,280,Dany Heatley,SJS,1213.6951
47,19,42,0.4971,2,82,34,Kopitar,0,16,8471685,6,81,0.9878,C,14,38,20092010,1,1,0.13127,L,259,Anze Kopitar,LAK,1307.1341
59,11,54,0.4997,2,81,20,Stastny,0,50,8471669,2,79,0.9753,C,9,25,20092010,0,0,0.1005,L,199,Paul Stastny,COL,1283.679
49,13,46,0.39959,7,67,28,Malkin,2,100,8471215,-6,77,1.14925,C,13,28,20092010,2,3,0.10447,L,268,Evgeni Malkin,PIT,1250.8208
57,9,40,,4,75,19,Green,1,54,8471242,39,76,1.01333,D,10,35,20092010,0,1,0.09268,R,205,Mike Green,WSH,1528.96
49,20,51,0.21428,2,82,27,Perry,0,111,8470621,0,76,0.92682,R,6,23,20092010,1,2,0.1,R,270,Corey Perry,ANA,1263.6219
50,12,46,0.55103,5,82,25,Kesler,0,104,8470616,1,75,0.91463,C,12,26,20092010,1,3,0.11682,R,214,Ryan Kesler,VAN,1177.6463
51,15,36,0.35,5,70,20,Alfredsson,0,22,8460621,8,71,1.01428,R,4,31,20092010,1,4,0.11904,R,168,Daniel Alfredsson,OTT,1179.9285
49,13,42,0.56916,2,80,22,Koivu,0,50,8469459,-2,71,0.8875,C,8,28,20092010,1,1,0.08943,L,246,Mikko Koivu,MIN,1244.625
42,21,56,0.36363,4,82,29,Eriksson,0,26,8470626,-4,71,0.86585,L,6,12,20092010,2,3,0.13551,L,214,Loui Eriksson,DAL,1185.5731
41,16,47,0.41824,5,70,29,Staal,0,68,8470595,4,70,1.0,C,13,23,20092010,0,0,0.10469,L,277,Eric Staal,CAR,1242.6
47,20,47,0.49544,6,74,23,Zetterberg,1,26,8468083,12,70,0.94594,C,3,22,20092010,0,1,0.07443,L,309,Henrik Zetterberg,DET,1204.054
43,18,45,0.5514,3,80,27,Datsyuk,0,18,8467514,17,70,0.875,C,9,25,20092010,0,0,0.133,L,203,Pavel Datsyuk,DET,1220.875
46,19,45,0.53209,3,82,24,Lecavalier,0,63,8467329,-16,70,0.85365,C,5,25,20092010,0,0,0.08135,L,295,Vincent Lecavalier,TBL,1187.4268
45,21,45,0.48978,4,82,25,Plekanec,2,50,8469521,5,70,0.85365,C,3,24,20092010,1,1,0.11574,L,216,Tomas Plekanec,MTL,1197.8536
50,11,47,0.47419,5,66,19,Getzlaf,0,79,8470612,4,69,1.04545,C,8,22,20092010,0,0,0.12751,R,149,Ryan Getzlaf,ANA,1300.303
43,15,43,0.50367,6,80,26,Roy,3,48,8469485,9,69,0.8625,C,10,25,20092010,1,1,0.12093,L,215,Derek Roy,BUF,1162.925
37,22,48,0.47058,5,82,32,Iginla,1,58,8462042,-2,69,0.84146,R,10,21,20092010,0,0,0.12451,R,257,Jarome Iginla,CGY,1236.0853
55,10,48,,1,82,14,Keith,0,51,8470281,21,69,0.84146,D,3,16,20092010,1,5,0.06572,L,213,Duncan Keith,CHI,1595.5365
43,15,42,0.57337,3,76,25,Toews,0,47,8473604,22,68,0.89473,C,9,22,20092010,1,4,0.12376,L,202,Jonathan Toews,CHI,1200.1973
43,16,46,0.43411,4,76,24,Antropov,0,44,8467353,13,67,0.88157,C,8,21,20092010,0,0,0.19047,L,126,Nik Antropov,ATL,1093.6447
34,21,41,0.5,6,76,33,Nash,0,58,8470041,-2,67,0.88157,L,10,22,20092010,2,4,0.12992,L,254,Rick Nash,CBJ,1256.3289
32,26,54,0.41176,3,82,35,Burrows,0,121,8470358,34,67,0.81707,R,4,6,20092010,5,7,0.16746,L,209,Alexandre Burrows,VAN,1071.6585
42,19,45,0.52876,4,82,25,Zajac,1,24,8471233,22,67,0.81707,C,6,21,20092010,0,1,0.11904,R,210,Travis Zajac,NJD,1212.939
41,19,47,0.51716,4,82,25,Sharp,1,28,8469544,24,66,0.80487,L,4,16,20092010,2,3,0.09398,R,266,Patrick Sharp,CHI,1087.1585
48,9,36,0.46858,5,73,17,Connolly,2,28,8467878,10,65,0.89041,C,7,27,20092010,1,2,0.08252,R,206,Tim Connolly,BUF,1117.0
42,21,55,0.44444,5,80,23,Wolski,0,27,8471234,21,65,0.8125,L,2,10,20092010,0,0,0.11794,L,195,Wojtek Wolski,"COL,PHX",1124.2125
35,20,41,0.5132,6,81,30,Jokinen,0,36,8469638,3,65,0.80246,L,10,24,20092010,0,0,0.1875,L,160,Jussi Jokinen,CAR,1008.9012
38,19,51,0.54164,1,82,27,Vermette,0,32,8468535,2,65,0.79268,C,6,12,20092010,2,2,0.17307,L,156,Antoine Vermette,CBJ,1208.6585
36,25,51,0.375,5,77,28,Stewart,0,73,8473485,4,64,0.83116,R,3,13,20092010,0,0,0.12669,R,221,Chris Stewart,COL,1001.8441
29,24,43,0.44086,3,81,35,Ryan,0,81,8471676,9,64,0.79012,R,11,21,20092010,0,0,0.13565,R,258,Bobby Ryan,ANA,1109.4567
40,14,39,0.28571,5,74,23,Huselius,0,36,8466181,-4,63,0.85135,L,8,23,20092010,1,1,0.14197,L,162,Kristian Huselius,CBJ,1103.5
31,23,46,0.47743,1,82,32,Penner,0,38,8471208,6,63,0.76829,L,9,17,20092010,0,0,0.15763,L,203,Dustin Penner,EDM,1102.6951
38,16,42,0.35,2,82,24,Pominville,0,22,8469506,13,62,0.75609,R,8,20,20092010,0,0,0.09523,R,252,Jason Pominville,BUF,1124.9878
31,17,29,0.50691,3,82,31,Richards,0,79,8470617,-2,62,0.75609,C,13,31,20092010,1,2,0.1308,L,237,Mike Richards,PHI,1224.3902
28,20,37,0.52359,6,74,33,Carter,0,38,8470604,2,61,0.82432,C,11,22,20092010,2,2,0.10344,R,319,Jeff Carter,PHI,1158.1891
