assists,evGoals,evPoints,faceoffWinPct,gameWinningGoals,gamesPlayed,goals,lastName,otGoals,penaltyMinutes,playerId,plusMinus,points,pointsPerGame,positionCode,ppGoals,ppPoints,seasonId,shGoals,shPoints,shootingPct,shootsCatches,shots,skaterFullName,teamAbbrevs,timeOnIcePerGame
84,23,59,0.49762,4,79,36,Crosby,0,60,8471675,10,120,1.51898,C,13,61,20062007,0,0,0.144,L,250,Sidney Crosby,PIT,1245.5443
92,12,60,0.51116,5,82,22,Thornton,0,44,8466138,24,114,1.39024,C,10,54,20062007,0,0,0.10328,L,213,Joe Thornton,SJS,1218.7439
56,31,63,0.46581,7,82,52,Lecavalier,1,44,8467329,2,108,1.31707,C,16,36,20062007,5,9,0.15339,L,339,Vincent Lecavalier,TBL,1356.2439
55,30,62,0.38333,10,82,50,Heatley,0,74,8468482,31,105,1.28048,L,17,39,20062007,3,4,0.16129,L,310,Dany Heatley,OTT,1261.9634
59,24,61,0.35,7,82,43,St. Louis,2,28,8466378,7,102,1.2439,R,14,30,20062007,5,11,0.1575,L,273,Martin St. Louis,TBL,1449.3658
64,20,57,0.5307,4,82,36,Sakic,1,46,8451101,2,100,1.21951,C,16,43,20062007,0,0,0.13953,L,258,Joe Sakic,COL,1211.256
57,23,52,0.22222,5,82,43,Hossa,0,49,8466148,18,100,1.21951,R,17,44,20062007,3,4,0.12647,L,340,Marian Hossa,ATL,1300.9634
66,23,55,0.16666,5,82,30,Jagr,1,78,8448208,26,96,1.17073,R,7,41,20062007,0,0,0.09259,L,324,Jaromir Jagr,NYR,1305.5243
74,11,46,0.5014,3,82,22,Savard,0,96,8462118,-19,96,1.17073,C,10,49,20062007,1,1,0.09954,L,221,Marc Savard,BOS,1212.939
63,23,65,0.49586,6,81,32,Brière,3,89,8464975,17,95,1.17283,C,9,30,20062007,0,0,0.13675,R,234,Daniel Brière,BUF,1158.753
55,25,60,0.52955,7,70,39,Iginla,0,40,8462042,12,94,1.34285,R,13,33,20062007,1,1,0.14772,R,264,Jarome Iginla,CGY,1323.8285
46,23,46,0.50712,10,82,48,Selanne,2,82,8457981,26,94,1.14634,R,25,48,20062007,0,0,0.18677,R,257,Teemu Selanne,ANA,1061.6707
46,30,55,0.47058,8,82,46,Ovechkin,1,52,8471214,-19,92,1.12195,L,16,37,20062007,0,0,0.11734,R,392,Alex Ovechkin,WSH,1283.2926
52,29,62,0.4432,8,82,39,Jokinen,1,78,8466140,18,91,1.10975,C,9,28,20062007,1,1,0.11111,L,351,Olli Jokinen,FLA,1231.8902
53,20,52,0.52973,5,67,34,Spezza,0,45,8469455,19,87,1.2985,C,13,33,20062007,1,2,0.20987,R,162,Jason Spezza,OTT,1157.4477
58,20,58,0.34883,7,77,29,Alfredsson,0,42,8460621,42,87,1.12987,R,7,25,20062007,2,4,0.12083,R,240,Daniel Alfredsson,OTT,1294.6233
60,20,55,0.56213,5,79,27,Datsyuk,1,20,8467514,36,87,1.10126,C,5,29,20062007,2,3,0.13043,L,207,Pavel Datsyuk,DET,1197.3417
52,17,45,0.43269,6,78,33,Malkin,1,80,8471215,2,85,1.08974,C,16,40,20062007,0,0,0.13636,L,242,Evgeni Malkin,PIT,1149.5384
48,20,50,0.22727,8,81,36,Sedin,4,36,8467875,19,84,1.03703,L,16,34,20062007,0,0,0.15254,L,236,Daniel Sedin,VAN,1083.8395
41,28,62,0.28205,5,82,43,Vanek,1,40,8470598,47,84,1.02439,L,15,22,20062007,0,0,0.18143,R,237,Thomas Vanek,BUF,1006.5365
57,12,46,0.47533,4,79,26,Nylander,1,42,8458573,12,83,1.05063,C,14,37,20062007,0,0,0.13471,L,193,Michael Nylander,NYR,1222.9746
51,26,53,0.28571,6,81,32,Whitney,1,46,8458537,-5,83,1.02469,L,6,30,20062007,0,0,0.14883,R,215,Ray Whitney,CAR,1122.3827
56,18,47,0.625,2,82,27,Brunette,0,36,8459596,-8,83,1.01219,L,9,36,20062007,0,0,0.15606,L,173,Andrew Brunette,COL,1050.5609
56,15,47,0.59257,5,78,26,Brind'Amour,1,46,8445735,7,82,1.05128,C,9,30,20062007,2,5,0.14364,L,181,Rod Brind'Amour,CAR,1399.1025
59,17,60,0.25,0,81,22,Tanguay,0,44,8467338,12,81,1.0,L,5,21,20062007,0,0,0.2056,L,107,Alex Tanguay,CGY,1060.1975
71,9,46,0.5254,2,82,10,Sedin,1,66,8467876,19,81,0.9878,C,1,35,20062007,0,0,0.07462,L,134,Henrik Sedin,VAN,1105.5731
52,20,41,0.46932,8,81,28,Kozlov,2,36,8456887,9,80,0.98765,L,8,37,20062007,0,2,0.14736,L,190,Vyacheslav Kozlov,ATL,1229.4567
46,18,43,0.54152,5,81,34,Cammalleri,1,48,8469500,5,80,0.98765,L,16,37,20062007,0,0,0.11371,L,299,Michael Cammalleri,LAK,1082.8024
46,18,41,0.50505,9,77,32,Marleau,0,33,8466139,9,78,1.01298,C,14,37,20062007,0,0,0.17777,L,180,Patrick Marleau,SJS,1113.6103
51,19,45,0.55396,3,82,27,McDonald,1,46,8468434,16,78,0.95121,C,8,33,20062007,0,0,0.10714,L,252,Andy McDonald,ANA,1055.439
