playerId,goalsAgainstAvg,gamesAbove900,goalDifferentialPer60,goalSupportAvg,pointPctg,Behind the Net Saves,Behind the Net Save Pctg,Beyond Red Line Saves,Beyond Red Line Save Pctg,Center Point Saves,Center Point Save Pctg,Crease Saves,Crease Save Pctg,High Slot Saves,High Slot Save Pctg,L Circle Saves,L Circle Save Pctg,L Corner Saves,L Corner Save Pctg,L Net Side Saves,L Net Side Save Pctg,L Point Saves,L Point Save Pctg,Low Slot Saves,Low Slot Save Pctg,Offensive Neutral Zone Saves,Offensive Neutral Zone Save Pctg,Outside L Saves,Outside L Save Pctg,Outside R Saves,Outside R Save Pctg,R Circle Saves,R Circle Save Pctg,R Corner Saves,R Corner Save Pctg,R Net Side Saves,R Net Side Save Pctg,R Point Saves,R Point Save Pctg
8475660,2.50311,0.6154,0.46211,2.96523,0.5556,14,0.777778,41,1.0,123,0.991935,31,0.775,95,0.863636,102,0.871795,4,1.0,54,0.964286,107,0.981651,267,0.816514,43,1.0,92,0.978723,105,0.972222,118,0.936508,6,1.0,51,0.910714,108,0.972973
8480045,2.5704,0.6471,0.31156,2.88196,0.537,8,1.0,42,1.0,93,0.94898,29,0.74359,104,0.859504,113,0.896825,1,1.0,37,0.948718,108,0.93913,298,0.839437,27,1.0,104,0.971963,98,0.970297,142,0.934211,2,0.666667,43,0.934783,89,0.988889
8480280,2.52548,0.5814,0.35076,2.87624,0.6591,10,1.0,38,1.0,92,0.958333,20,0.645161,85,0.934066,121,0.902985,3,1.0,43,1.0,123,1.0,242,0.820339,31,1.0,81,0.964286,74,0.948718,99,0.925234,3,1.0,40,0.888889,74,0.986667
8480313,2.69896,0.5952,0.52164,3.2206,0.5978,14,0.823529,36,1.0,79,0.940476,24,0.631579,87,0.852941,120,0.930233,5,1.0,38,0.926829,100,0.980392,212,0.80916,33,1.0,96,0.96,90,0.989011,104,0.936937,3,1.0,35,0.921053,103,0.971698
8479292,2.67145,0.5833,-0.0631,2.60834,0.57,13,1.0,33,1.0,106,0.954955,26,0.787879,102,0.836066,121,0.960317,2,1.0,34,0.85,106,0.963636,275,0.811209,42,1.0,87,0.966667,85,1.0,124,0.925373,4,1.0,43,0.955556,101,0.990196
8478009,3.01264,0.6182,-0.14432,2.86832,0.5536,14,0.875,51,1.0,128,0.948148,38,0.77551,119,0.85,169,0.89418,3,0.75,55,0.932203,138,0.978723,322,0.834197,35,1.0,131,0.984962,108,0.972973,162,0.885246,5,1.0,47,0.921569,130,0.977444
8478492,3.12912,0.475,0.41721,3.54633,0.675,5,1.0,20,1.0,76,0.962025,22,0.814815,81,0.826531,100,0.884956,0,0.0,22,0.814815,77,0.950617,186,0.765432,17,1.0,76,0.95,77,0.974684,95,0.940594,1,1.0,36,0.923077,76,0.987013
8481611,2.32766,0.525,0.80962,3.13727,0.5952,13,1.0,45,1.0,58,0.935484,18,0.642857,77,0.836957,76,0.863636,8,1.0,33,1.0,71,1.0,207,0.844898,26,0.962963,62,1.0,84,0.965517,57,0.904762,1,1.0,31,0.96875,72,0.972973
8474593,2.77629,0.5,0.19074,2.96703,0.5,14,0.875,30,1.0,70,0.886076,51,0.864407,86,0.826923,118,0.914729,3,1.0,41,0.931818,82,0.987952,308,0.855556,30,1.0,75,0.986842,87,0.966667,109,0.844961,0,0.0,47,0.979167,97,0.979798
8478971,2.91123,0.5625,0.27828,3.18951,0.49,24,0.923077,40,1.0,81,0.952941,38,0.77551,91,0.850467,153,0.93865,2,1.0,50,0.862069,102,0.990291,281,0.841317,25,1.0,92,0.958333,84,0.965517,122,0.865248,6,1.0,44,0.93617,90,0.978261
8481035,2.81904,0.4898,-0.23492,2.58412,0.5196,15,0.9375,42,1.0,74,0.925,38,0.716981,76,0.853933,97,0.822034,3,1.0,31,0.96875,74,0.961039,233,0.814685,29,1.0,82,0.97619,70,0.972222,84,0.893617,1,1.0,37,0.925,86,0.977273
8476999,2.57486,0.641,0.84995,3.42481,0.6375,9,0.818182,25,1.0,70,0.985915,21,0.777778,94,0.886792,108,0.892562,0,0.0,27,0.84375,80,0.987654,243,0.829352,27,1.0,100,0.990099,73,0.986486,107,0.946903,2,1.0,44,0.93617,75,0.986842
8479312,3.0494,0.5116,0.0,3.0494,0.5341,10,0.909091,29,1.0,97,0.97,28,0.777778,95,0.88785,110,0.901639,2,1.0,26,0.962963,101,0.980583,237,0.784768,33,1.0,84,0.988235,95,0.989583,113,0.869231,3,1.0,38,0.974359,97,0.97
8476914,3.27223,0.449,-0.29216,2.98007,0.4182,19,1.0,44,1.0,95,0.92233,31,0.738095,108,0.850394,136,0.894737,2,0.666667,46,0.92,90,0.967742,288,0.786885,33,1.0,104,0.962963,82,0.921348,109,0.900826,8,1.0,49,0.907407,110,1.0
8479406,3.06346,0.4186,-0.23748,2.82599,0.4889,7,0.875,33,1.0,110,0.964912,25,0.641026,93,0.853211,121,0.896296,3,1.0,28,0.903226,104,0.971963,232,0.831541,18,1.0,82,0.964706,84,0.933333,98,0.899083,2,1.0,43,0.895833,71,0.972603
8478499,2.71229,0.5429,0.39618,3.10846,0.5714,15,0.9375,22,1.0,66,1.0,22,0.814815,64,0.810127,93,0.911765,5,1.0,19,0.95,66,1.0,169,0.836634,24,1.0,54,0.947368,72,0.923077,90,0.873786,4,1.0,38,0.95,67,0.985294
8478916,2.45695,0.6522,0.16944,2.62639,0.49,18,0.947368,39,1.0,98,0.951456,16,0.592593,96,0.864865,132,0.923077,5,1.0,40,0.909091,110,0.990991,204,0.806324,39,1.0,113,1.0,88,0.946237,115,0.934959,2,1.0,27,0.818182,116,1.0
8477465,2.91173,0.6042,-0.13135,2.78038,0.4216,9,0.9,36,0.972973,99,0.951923,31,0.794872,120,0.882353,131,0.935714,5,0.833333,36,0.878049,84,0.976744,233,0.781879,32,1.0,76,0.974359,82,1.0,117,0.906977,2,1.0,54,0.931034,89,0.978022
8471734,2.61573,0.5,1.13727,3.753,0.7037,10,1.0,19,1.0,44,0.956522,17,0.68,51,0.772727,69,0.932432,3,1.0,29,0.878788,43,0.955556,143,0.836257,17,1.0,64,0.969697,45,1.0,70,0.958904,0,0.0,37,1.0,41,1.0
8477968,2.9702,0.4546,0.32031,3.29052,0.5658,11,1.0,34,1.0,73,0.948052,19,0.655172,82,0.911111,99,0.933962,3,1.0,30,0.882353,65,0.984848,187,0.799145,24,1.0,69,0.958333,62,0.96875,87,0.896907,2,1.0,23,0.821429,67,0.985294
8475852,3.04504,0.566,-1.04673,1.99831,0.3571,14,1.0,36,1.0,111,0.973684,36,0.692308,111,0.880952,152,0.921212,7,1.0,49,0.803279,128,0.984615,343,0.83455,37,1.0,125,0.968992,91,0.938144,158,0.923977,3,0.75,47,0.886792,117,1.0
8477970,3.18113,0.4138,0.33485,3.51598,0.5781,9,1.0,25,1.0,56,0.965517,9,0.6,60,0.923077,77,0.927711,5,1.0,18,0.947368,67,0.971014,170,0.752212,29,1.0,46,0.978723,46,0.958333,67,0.858974,2,1.0,30,0.909091,51,1.0
8470594,2.98298,0.5,0.02687,3.00985,0.4875,9,0.9,28,1.0,93,0.939394,10,0.588235,74,0.850575,104,0.888889,2,1.0,24,0.923077,64,0.984615,183,0.792208,26,1.0,65,0.984848,59,0.921875,103,0.895652,0,0.0,37,0.948718,64,1.0
8476932,2.03126,0.6667,1.27452,3.30578,0.6296,6,1.0,19,1.0,52,0.962963,17,0.85,40,0.869565,44,0.956522,2,1.0,16,0.761905,47,0.979167,156,0.861878,18,1.0,49,0.98,42,1.0,50,0.909091,3,1.0,33,1.0,39,0.975
8475809,2.85054,0.4643,0.63718,3.48772,0.5781,4,0.8,22,1.0,60,0.983607,11,0.611111,58,0.865672,64,0.831169,2,0.666667,23,0.958333,63,0.969231,149,0.805405,15,1.0,56,0.982456,54,1.0,86,0.934783,4,1.0,22,0.846154,66,0.956522
8478470,3.13739,0.7,-0.29645,2.84095,0.5,12,1.0,45,1.0,97,0.941748,38,0.77551,105,0.897436,99,0.9,3,1.0,29,0.90625,88,1.0,255,0.796875,19,1.0,71,0.986111,77,0.974684,101,0.935185,1,1.0,43,0.843137,97,0.989796
8476316,1.99847,0.5909,1.24349,3.24196,0.6957,7,1.0,19,1.0,44,1.0,23,0.851852,42,0.807692,54,0.931034,3,1.0,13,0.866667,41,1.0,106,0.848,15,1.0,55,0.964912,44,1.0,55,0.964912,0,0.0,13,0.928571,41,0.97619
8476341,3.2107,0.5,-0.07644,3.13425,0.5,1,0.5,23,1.0,52,0.912281,19,0.76,51,0.809524,79,0.858696,2,1.0,23,0.884615,47,1.0,137,0.796512,26,1.0,34,0.944444,31,0.96875,69,0.945205,3,1.0,18,0.9,66,1.0
8480981,2.6525,0.5556,0.07368,2.72618,0.5167,10,1.0,19,0.95,39,0.95122,17,0.653846,60,0.857143,84,0.94382,3,1.0,23,0.92,50,1.0,151,0.834254,14,1.0,57,0.966102,61,0.983871,71,0.8875,1,1.0,37,1.0,62,1.0
8473575,2.59604,0.6667,0.37624,2.97228,0.5714,9,1.0,19,1.0,65,0.915493,26,0.83871,47,0.783333,69,0.945205,4,1.0,25,1.0,53,1.0,152,0.835165,25,1.0,63,0.984375,42,0.976744,79,0.940476,2,1.0,30,0.882353,58,1.0
8475831,2.85485,0.4412,-0.39066,2.46419,0.4167,9,0.9,20,1.0,76,0.938272,18,0.857143,61,0.824324,95,0.95,4,1.0,29,0.878788,63,0.969231,156,0.760976,21,1.0,58,1.0,62,0.96875,81,0.920455,0,0.0,19,0.904762,74,0.973684
8480843,3.33216,0.4474,-0.82658,2.50558,0.3523,14,0.933333,28,1.0,98,0.942308,21,0.807692,89,0.881188,126,0.933333,2,1.0,46,0.938776,93,0.989362,250,0.788644,30,1.0,92,0.968421,64,0.927536,107,0.89916,4,1.0,49,0.942308,68,0.971429
8475883,1.84032,0.6875,1.97177,3.81209,0.8125,4,1.0,14,1.0,24,0.96,12,0.8,28,0.933333,37,0.925,2,1.0,17,0.944444,32,1.0,88,0.88,13,1.0,22,0.956522,22,0.956522,35,0.897436,1,1.0,8,1.0,23,1.0
8479496,2.15461,0.5909,0.65957,2.81418,0.6042,12,1.0,13,1.0,39,0.906977,9,0.642857,45,0.849057,56,0.933333,0,0.0,21,0.913043,44,1.0,130,0.866667,14,1.0,36,0.972973,40,1.0,46,0.958333,2,1.0,20,0.952381,45,0.957447
8475311,3.31095,0.4667,-1.02864,2.2823,0.4394,10,1.0,22,1.0,73,0.948052,17,0.607143,62,0.805195,80,0.860215,2,1.0,23,0.958333,82,0.97619,183,0.824324,26,1.0,54,1.0,41,0.953488,61,0.859155,2,1.0,23,0.851852,76,0.974359
8478872,3.35272,0.4242,-0.44115,2.91157,0.3684,15,0.882353,38,1.0,73,0.960526,24,0.75,72,0.847059,114,0.926829,4,1.0,22,0.956522,69,0.985714,196,0.790323,25,1.0,63,0.984375,46,0.884615,101,0.893805,2,1.0,32,0.914286,81,0.987805
8478007,3.45336,0.475,-0.79693,2.65643,0.4146,11,0.916667,38,1.0,74,0.961039,26,0.702703,87,0.852941,126,0.9,2,0.666667,45,0.957447,54,0.931034,240,0.805369,25,1.0,73,0.960526,78,0.95122,122,0.924242,0,0.0,38,0.904762,97,1.0
8476434,3.53701,0.4773,-1.21804,2.31897,0.3044,10,0.833333,25,1.0,111,0.982301,26,0.787879,87,0.861386,121,0.870504,1,1.0,31,0.939394,95,0.989583,291,0.808333,24,1.0,79,0.951807,66,0.868421,105,0.875,1,1.0,28,0.848485,91,0.978495
8475717,2.45304,0.45,1.01824,3.47128,0.5435,9,1.0,15,1.0,32,0.941176,10,0.769231,38,0.883721,51,0.864407,2,1.0,13,0.8125,47,0.979167,106,0.834646,10,1.0,38,0.95,39,1.0,64,0.927536,1,1.0,18,0.857143,35,1.0
8477293,2.98771,0.4,0.18969,3.1774,0.5417,5,0.833333,20,1.0,25,1.0,14,0.636364,37,0.840909,30,0.810811,0,0.0,11,0.916667,23,0.958333,104,0.787879,12,1.0,30,0.967742,25,0.892857,42,0.893617,1,1.0,12,0.923077,39,1.0
8479361,2.93548,0.4783,0.08154,3.01702,0.5,2,0.666667,25,1.0,42,0.893617,12,0.75,50,0.877193,75,0.925926,1,1.0,26,0.83871,50,0.980392,172,0.834951,18,1.0,42,0.954545,38,1.0,67,0.943662,1,1.0,27,0.964286,52,0.962963
8477992,3.37059,0.4583,-0.24366,3.12694,0.5577,7,1.0,20,0.952381,46,0.901961,13,0.65,50,0.819672,63,0.887324,2,1.0,26,0.928571,45,0.978261,154,0.819149,17,1.0,55,0.948276,39,0.928571,67,0.930556,1,1.0,17,0.944444,47,0.959184
8479394,2.80377,0.56,0.08246,2.88623,0.5192,3,1.0,30,1.0,30,0.882353,14,0.636364,54,0.885246,70,0.933333,4,0.8,36,0.947368,57,1.0,125,0.816993,19,1.0,49,0.960784,38,1.0,51,0.894737,3,1.0,19,0.863636,57,0.966102
8479193,2.88551,0.5185,0.14427,3.02979,0.5172,8,0.888889,15,1.0,58,0.95082,9,0.5,46,0.867925,63,0.887324,4,1.0,25,0.892857,55,1.0,146,0.80663,19,1.0,46,0.978723,44,0.977778,62,0.925373,2,1.0,24,0.888889,54,0.947368
8474596,3.44258,0.4546,-0.69455,2.74802,0.4118,11,1.0,23,1.0,96,0.969697,17,0.708333,81,0.880435,102,0.910714,1,1.0,27,0.9,41,0.97619,239,0.807432,17,1.0,67,0.985294,51,0.944444,95,0.904762,1,1.0,37,0.840909,67,0.985294
8474889,2.87261,0.5263,1.07723,3.94984,0.5227,7,1.0,16,1.0,39,1.0,13,0.684211,42,0.823529,47,0.903846,3,1.0,18,0.857143,46,1.0,120,0.839161,8,1.0,30,0.882353,28,0.965517,42,0.933333,2,0.666667,18,0.947368,39,1.0
8480947,2.82017,0.5294,0.65468,3.47485,0.4583,6,0.857143,17,1.0,27,0.964286,13,0.722222,53,0.898305,54,0.947368,2,1.0,19,0.95,44,0.977778,110,0.808824,16,1.0,40,0.97561,27,0.931034,52,0.912281,2,1.0,28,0.875,44,1.0
8473503,3.10559,0.45,0.08873,3.19432,0.48,5,0.714286,14,1.0,56,0.949153,19,0.730769,66,0.868421,54,0.870968,2,1.0,19,0.863636,46,1.0,134,0.8375,15,1.0,48,0.96,39,1.0,70,0.909091,1,1.0,18,1.0,51,0.962264
8482221,3.10449,0.4762,0.23168,3.33616,0.4783,7,0.875,13,1.0,32,0.969697,18,0.9,42,0.933333,71,0.898734,1,1.0,26,0.962963,50,0.980392,143,0.8125,10,1.0,37,0.948718,42,0.933333,55,0.887097,1,1.0,15,0.75,36,1.0
8478406,3.44667,0.5854,-1.4279,2.01876,0.2727,11,0.916667,32,1.0,96,0.979592,35,0.813953,115,0.912698,138,0.92,7,1.0,34,0.894737,106,0.981481,292,0.808864,22,1.0,64,0.927536,54,0.947368,112,0.875,1,1.0,34,0.894737,90,0.967742
8478024,3.55409,0.3333,0.23694,3.79103,0.5263,1,1.0,11,1.0,32,0.914286,7,0.7,37,0.74,52,0.945455,1,1.0,10,0.769231,42,1.0,114,0.814286,11,1.0,42,1.0,41,0.953488,46,0.867925,3,1.0,13,1.0,33,1.0
8482076,3.14671,0.5,0.05244,3.19916,0.4286,9,1.0,17,1.0,37,0.948718,10,0.714286,34,0.871795,36,0.947368,1,1.0,12,0.8,50,0.961538,114,0.802817,12,1.0,34,0.944444,33,0.970588,53,0.913793,2,1.0,22,0.846154,32,0.941176
8481020,2.24695,0.6667,1.57287,3.81983,0.6071,2,1.0,7,1.0,35,0.972222,13,0.8125,28,0.903226,30,0.857143,1,1.0,12,1.0,37,1.0,81,0.861702,8,1.0,22,1.0,19,0.95,32,0.941176,1,1.0,20,0.909091,36,1.0
8478435,3.61536,0.4211,-0.42534,3.19002,0.45,3,0.75,18,1.0,42,0.893617,12,0.666667,41,0.836735,49,0.830508,2,1.0,15,1.0,46,0.938776,103,0.79845,15,0.9375,34,0.944444,27,1.0,47,0.921569,0,0.0,18,1.0,34,0.944444
8480051,2.98905,0.5238,-0.09058,2.89848,0.4348,9,1.0,16,1.0,49,0.942308,14,0.666667,72,0.9,60,0.869565,4,1.0,15,0.882353,56,0.982456,140,0.848485,20,1.0,45,1.0,39,1.0,56,0.875,5,0.833333,17,0.944444,48,0.979592
8480193,3.18206,0.5652,-0.08718,3.09488,0.3958,4,0.8,18,1.0,60,0.983607,17,0.894737,36,0.837209,69,0.8625,1,1.0,24,0.888889,58,1.0,153,0.869318,15,1.0,54,0.964286,46,0.92,85,0.85,1,1.0,22,0.88,60,0.983607
8481692,3.15623,0.4667,0.06312,3.21936,0.4412,1,1.0,13,1.0,38,1.0,11,0.846154,28,0.875,39,0.847826,0,0.0,15,0.833333,27,1.0,77,0.762376,11,1.0,36,0.972973,26,0.896552,37,0.902439,3,1.0,15,1.0,40,0.952381
8477484,3.30157,0.4375,-0.39171,2.90986,0.4211,8,1.0,14,1.0,35,0.972222,7,0.466667,39,0.8125,38,0.904762,2,1.0,11,0.846154,40,0.97561,106,0.796992,10,1.0,23,0.958333,35,0.972222,49,0.942308,1,1.0,19,0.904762,37,1.0
8478039,3.63595,0.5455,-1.50453,2.13142,0.2297,14,1.0,25,1.0,82,0.942529,20,0.8,80,0.869565,108,0.857143,3,1.0,44,0.88,63,0.984375,210,0.83004,20,1.0,70,1.0,70,0.958904,104,0.87395,0,0.0,31,0.837838,79,0.975309
8481033,3.15046,0.3333,-0.59071,2.55975,0.2895,2,0.666667,11,1.0,37,0.973684,11,0.846154,22,0.733333,32,0.969697,4,1.0,19,0.95,31,1.0,88,0.792793,20,1.0,23,0.92,20,0.952381,43,0.914894,1,1.0,17,0.894737,28,0.933333
8482821,3.92127,0.3448,-1.58226,2.339,0.1875,11,0.846154,23,1.0,45,0.957447,23,0.69697,62,0.885714,81,0.89011,6,0.857143,30,0.857143,51,1.0,176,0.768559,17,1.0,72,0.986301,52,1.0,82,0.88172,0,0.0,41,0.911111,57,0.904762
8477831,3.16308,0.25,0.5501,3.71318,0.625,1,1.0,5,1.0,9,1.0,1,0.25,14,0.777778,12,0.75,0,0.0,7,0.875,8,1.0,43,0.843137,2,1.0,8,1.0,8,0.888889,14,0.875,1,1.0,12,1.0,9,1.0
8481031,3.15672,0.5,0.36424,3.52096,0.4091,2,1.0,5,1.0,15,0.9375,6,0.75,20,0.909091,19,0.95,0,0.0,4,0.8,9,1.0,48,0.774194,7,1.0,18,1.0,18,0.947368,30,0.882353,0,0.0,8,1.0,13,1.0
8481668,2.46694,0.5,0.49339,2.96032,0.875,0,0.0,1,1.0,7,0.875,1,0.5,5,0.833333,8,1.0,0,0.0,2,1.0,7,1.0,12,0.75,2,1.0,5,0.833333,9,0.9,6,1.0,0,0.0,7,1.0,2,0.666667
8477035,3.33132,0.1667,0.66626,3.99759,0.5833,2,1.0,7,1.0,8,0.888889,4,0.8,17,0.944444,12,0.8,0,0.0,3,1.0,18,1.0,35,0.795455,2,1.0,8,0.888889,10,1.0,25,0.925926,0,0.0,4,0.8,10,0.909091
8482982,3.48927,0.625,-0.34893,3.14034,0.3333,6,1.0,9,1.0,23,0.958333,5,0.5,22,0.916667,31,0.96875,0,0.0,9,0.9,25,0.961538,58,0.828571,9,1.0,24,0.96,13,0.928571,29,0.878788,1,1.0,8,0.888889,25,1.0
8482661,3.01199,0.6667,1.004,4.01599,0.6667,1,1.0,0,0.0,10,0.909091,0,0.0,9,0.9,10,0.833333,0,0.0,1,1.0,6,1.0,9,0.75,1,1.0,4,1.0,14,1.0,6,0.75,1,1.0,1,1.0,5,1.0
8482411,3.18584,0.5,0.49013,3.67597,0.625,2,1.0,1,1.0,14,0.933333,3,1.0,6,0.75,9,1.0,0,0.0,2,1.0,5,1.0,19,0.655172,3,1.0,12,1.0,5,1.0,14,1.0,0,0.0,2,1.0,13,1.0
8477361,3.90009,0.25,-0.86669,3.0334,0.4,1,1.0,6,1.0,7,0.875,3,1.0,7,0.777778,15,0.9375,0,0.0,1,0.5,8,1.0,19,0.655172,3,1.0,9,1.0,4,0.666667,15,1.0,1,1.0,1,1.0,14,0.933333
8482445,4.9754,0.3333,-2.38819,2.5872,0.4167,4,1.0,6,1.0,11,0.846154,4,0.666667,13,0.764706,17,0.85,0,0.0,3,1.0,19,0.95,36,0.765957,7,1.0,8,1.0,14,1.0,17,0.944444,0,0.0,1,0.5,7,1.0
8477480,3.69302,0.2,-1.50029,2.19273,0.2,2,1.0,5,1.0,23,0.958333,10,0.833333,14,0.636364,19,1.0,0,0.0,4,1.0,9,0.9,59,0.75641,5,1.0,16,1.0,16,1.0,21,1.0,0,0.0,4,0.8,15,1.0
8475839,1.0,1.0,3.0,4.0,1.0,1,1.0,0,0.0,0,0.0,0,0.0,2,1.0,3,1.0,0,0.0,0,0.0,4,1.0,4,0.8,0,0.0,1,1.0,1,1.0,5,1.0,0,0.0,0,0.0,4,1.0
8483575,0.0,1.0,4.0,4.0,1.0,0,0.0,0,0.0,4,1.0,0,0.0,1,1.0,2,1.0,0,0.0,0,0.0,2,1.0,3,1.0,2,1.0,5,1.0,1,1.0,0,0.0,0,0.0,0,0.0,3,1.0
8476904,2.50871,0.5,-0.50174,2.00697,0.5,1,1.0,0,0.0,4,1.0,2,0.666667,6,0.75,5,1.0,0,0.0,2,1.0,3,1.0,11,0.846154,2,1.0,7,1.0,4,1.0,1,1.0,0,0.0,3,1.0,4,1.0
8482137,1.46939,1.0,0.0,1.46939,0.5,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0,5,0.833333,0,0.0,2,1.0,2,1.0,6,0.857143,0,0.0,2,1.0,3,1.0,5,1.0,0,0.0,3,1.0,3,1.0
8476433,2.50243,1.0,1.00097,3.5034,0.3333,1,1.0,1,1.0,4,1.0,0,0.0,3,1.0,6,0.857143,0,0.0,0,0.0,2,1.0,13,0.764706,0,0.0,4,1.0,7,1.0,10,1.0,0,0.0,5,1.0,3,1.0
8475789,4.49803,0.2,-1.57431,2.92372,0.2,1,1.0,0,0.0,6,1.0,2,0.285714,13,0.866667,13,0.928571,0,0.0,8,1.0,7,1.0,29,0.725,4,1.0,13,0.928571,6,1.0,25,1.0,0,0.0,5,1.0,5,1.0
8478433,3.87121,0.3333,-1.59403,2.27718,0.2,1,1.0,3,1.0,5,1.0,1,0.25,5,0.625,4,0.666667,0,0.0,1,1.0,9,0.9,19,0.863636,2,1.0,6,1.0,2,1.0,9,0.692308,1,1.0,6,0.857143,5,1.0
8480238,3.97769,0.4,-0.94707,3.03062,0.25,2,1.0,4,1.0,12,0.923077,2,0.4,13,0.928571,12,0.857143,2,1.0,4,1.0,15,0.882353,37,0.840909,6,1.0,16,0.941176,13,0.928571,16,0.888889,0,0.0,7,0.875,14,1.0
8481544,4.04877,0.2,-1.91784,2.13093,0.1667,0,0.0,1,1.0,13,0.866667,0,0.0,8,0.888889,7,0.777778,1,1.0,4,0.8,5,1.0,23,0.741935,5,1.0,14,0.933333,12,1.0,11,0.733333,0,0.0,1,1.0,11,1.0
8480992,4.71087,0.375,-2.67374,2.03713,0.1667,3,0.75,9,1.0,17,0.944444,3,0.375,8,0.666667,21,0.913043,1,1.0,9,0.9,18,0.9,52,0.787879,4,1.0,18,0.947368,15,1.0,29,0.966667,0,0.0,6,0.75,12,0.857143
8474636,3.11418,1.0,-1.03806,2.07612,0.0,0,0.0,2,1.0,4,1.0,0,0.0,0,0.0,3,1.0,0,0.0,0,0.0,7,1.0,8,0.8,0,0.0,1,0.5,4,1.0,1,1.0,0,0.0,0,0.0,3,1.0
8476876,3.0,1.0,-3.0,0.0,0.0,0,0.0,0,0.0,5,1.0,2,1.0,3,1.0,3,0.75,0,0.0,0,0.0,1,1.0,8,1.0,0,0.0,1,1.0,1,1.0,0,0.0,1,1.0,1,0.5,6,1.0
8478965,6.0,0.0,-6.0,0.0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,2,0.666667,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0
