playerId,goalsAgainstAvg,gamesAbove900,goalDifferentialPer60,goalSupportAvg,pointPctg,Behind the Net Saves,Behind the Net Save Pctg,Beyond Red Line Saves,Beyond Red Line Save Pctg,Center Point Saves,Center Point Save Pctg,Crease Saves,Crease Save Pctg,High Slot Saves,High Slot Save Pctg,L Circle Saves,L Circle Save Pctg,L Corner Saves,L Corner Save Pctg,L Net Side Saves,L Net Side Save Pctg,L Point Saves,L Point Save Pctg,Low Slot Saves,Low Slot Save Pctg,Offensive Neutral Zone Saves,Offensive Neutral Zone Save Pctg,Outside L Saves,Outside L Save Pctg,Outside R Saves,Outside R Save Pctg,R Circle Saves,R Circle Save Pctg,R Corner Saves,R Corner Save Pctg,R Net Side Saves,R Net Side Save Pctg,R Point Saves,R Point Save Pctg
8481611,2.6015,0.4681,0.645,3.24649,0.6064,10,1.0,37,1.0,61,0.968254,30,0.75,97,0.82906,110,0.894309,1,1.0,23,1.0,83,0.976471,279,0.858462,29,1.0,66,0.956522,64,0.941176,70,0.853659,6,1.0,22,0.758621,64,0.984615
8478916,2.74941,0.5455,0.2367,2.98611,0.5175,4,1.0,40,1.0,135,0.944056,44,0.745763,128,0.907801,146,0.906832,2,1.0,39,0.886364,133,0.992537,282,0.808023,46,1.0,85,0.977011,88,0.93617,144,0.929032,3,1.0,34,0.918919,96,0.96
8478048,2.85866,0.5574,0.06847,2.92713,0.4836,10,0.909091,41,1.0,116,0.966667,63,0.807692,146,0.843931,176,0.921466,2,1.0,48,0.941176,104,0.971963,354,0.815668,44,1.0,93,0.978947,105,0.963303,141,0.921569,2,1.0,41,1.0,98,0.989899
8474593,2.50084,0.5306,0.49603,2.99688,0.5918,7,0.875,46,1.0,99,0.933962,22,0.785714,102,0.836066,100,0.862069,1,0.5,26,0.962963,106,0.963636,231,0.81338,27,1.0,63,0.969231,52,0.945455,97,0.97,1,1.0,22,0.956522,91,0.968085
8479973,2.81398,0.48,0.16313,2.97711,0.549,10,0.769231,39,1.0,94,0.930693,40,0.784314,104,0.896552,134,0.887417,0,0.0,34,1.0,88,0.967033,230,0.779661,27,1.0,82,0.964706,71,0.959459,128,0.934307,1,0.5,26,0.896552,79,0.9875
8478007,3.17889,0.4615,0.11353,3.29242,0.5377,7,0.777778,32,1.0,135,0.971223,33,0.717391,108,0.818182,115,0.871212,3,1.0,36,0.9,122,0.953125,320,0.831169,38,1.0,86,0.945055,85,0.965909,138,0.873418,2,1.0,34,0.944444,95,0.969388
8478872,2.58288,0.5091,0.12469,2.70757,0.5172,10,0.909091,59,1.0,109,0.981982,28,0.636364,110,0.846154,145,0.91195,3,1.0,43,0.914894,98,0.989899,274,0.803519,35,1.0,97,0.960396,88,0.967033,116,0.943089,3,0.75,37,0.925,109,0.981982
8476999,2.72364,0.6047,0.38909,3.11273,0.6023,10,1.0,34,1.0,86,0.955556,22,0.628571,106,0.854839,111,0.909836,2,1.0,36,0.947368,84,0.965517,249,0.85274,29,1.0,81,0.952941,58,0.966667,106,0.938053,2,1.0,28,0.875,74,1.0
8480947,2.6227,0.551,0.19869,2.82139,0.5882,10,0.909091,45,1.0,100,0.952381,30,0.731707,116,0.885496,122,0.903704,1,1.0,30,0.810811,87,0.945652,246,0.82,39,1.0,88,0.988764,66,0.956522,100,0.909091,8,1.0,28,0.965517,97,0.941748
8480045,3.1965,0.4546,-0.07565,3.12084,0.4818,7,0.875,43,1.0,116,0.958678,37,0.685185,128,0.85906,148,0.902439,3,1.0,37,1.0,109,0.981982,272,0.786127,35,1.0,97,0.960396,56,0.933333,109,0.851563,3,1.0,33,0.916667,88,0.967033
8480843,3.10042,0.551,-0.54944,2.55098,0.4907,7,0.777778,32,1.0,147,0.960784,44,0.785714,141,0.875776,142,0.934211,0,0.0,46,0.938776,128,0.984615,317,0.802532,36,1.0,81,0.987805,65,0.942029,139,0.908497,0,0.0,39,0.928571,103,0.971698
8475717,2.71029,0.6452,0.54206,3.25235,0.625,4,1.0,25,1.0,53,0.898305,19,0.76,65,0.792683,81,0.94186,1,1.0,25,0.862069,64,1.0,117,0.80137,26,1.0,49,0.942308,58,1.0,88,0.871287,2,1.0,25,0.961538,62,0.984127
8481035,3.13631,0.4222,-0.34591,2.79039,0.5213,4,1.0,43,1.0,74,1.0,28,0.823529,93,0.823009,92,0.893204,0,0.0,28,0.875,72,0.947368,195,0.744275,36,1.0,82,0.97619,59,0.951613,106,0.921739,5,1.0,31,0.861111,78,0.939759
8480280,3.11451,0.4655,-0.46009,2.65441,0.4397,15,1.0,49,1.0,105,0.981308,35,0.729167,133,0.847134,148,0.850575,2,1.0,30,0.833333,112,1.0,284,0.795518,38,1.0,103,0.953704,106,0.972477,122,0.847222,1,1.0,51,0.980769,122,0.99187
8476932,2.14404,0.6364,1.02672,3.17077,0.6618,8,1.0,33,1.0,59,0.983333,25,0.892857,77,0.855556,75,0.914634,3,1.0,22,0.916667,84,1.0,162,0.84375,21,1.0,80,0.963855,53,0.981481,87,0.915789,0,0.0,23,1.0,72,0.96
8475660,2.92941,0.5116,-0.06812,2.86129,0.5,6,0.857143,35,1.0,101,0.95283,31,0.673913,94,0.87037,111,0.867188,2,1.0,30,0.909091,105,0.972222,229,0.806338,30,1.0,59,0.967213,71,0.972603,117,0.936,3,1.0,33,0.942857,110,0.990991
8479292,2.72847,0.4211,0.26235,2.99082,0.5513,5,0.714286,20,1.0,72,0.935065,18,0.62069,74,0.902439,94,0.94,3,1.0,22,0.916667,68,0.957746,172,0.7713,28,1.0,57,0.966102,59,0.983333,74,0.902439,3,1.0,23,0.92,91,0.98913
8477424,2.98408,0.4655,-0.53606,2.44802,0.3966,8,0.888889,41,1.0,96,0.923077,44,0.77193,108,0.830769,141,0.909677,4,1.0,35,0.853659,109,0.990909,310,0.817942,43,1.0,98,0.951456,76,0.987013,156,0.901734,1,1.0,43,0.86,113,0.982609
8481519,2.72374,0.5278,0.02723,2.75098,0.4868,8,1.0,33,1.0,71,0.934211,26,0.742857,63,0.851351,93,0.845455,1,1.0,28,0.903226,71,0.959459,218,0.854902,12,1.0,49,0.98,51,0.944444,92,0.929293,0,0.0,27,0.964286,69,0.971831
8478492,2.81889,0.4828,0.41252,3.23141,0.6207,4,1.0,27,1.0,30,0.909091,30,0.810811,51,0.910714,67,0.87013,3,1.0,17,0.809524,59,0.951613,139,0.812865,25,1.0,31,0.96875,55,0.916667,59,0.855072,2,1.0,19,0.95,52,0.981132
8480981,2.64472,0.5,0.50035,3.14507,0.5645,2,0.666667,22,1.0,43,0.955556,20,0.833333,49,0.803279,61,0.924242,1,1.0,14,0.933333,63,1.0,122,0.787097,25,1.0,65,0.970149,51,0.980769,76,0.873563,1,1.0,27,0.931034,51,1.0
8479496,2.838,0.4839,0.03225,2.87025,0.5,5,0.714286,25,1.0,49,0.924528,22,0.785714,55,0.797101,63,0.875,0,0.0,18,0.947368,48,0.941176,138,0.784091,30,1.0,55,0.964912,31,0.939394,75,0.9375,1,1.0,14,1.0,55,0.982143
8477465,3.11896,0.4857,0.05941,3.17837,0.5278,4,0.8,22,1.0,75,0.986842,24,0.685714,79,0.868132,91,0.842593,1,1.0,25,0.961538,59,0.983333,163,0.78744,23,1.0,64,0.969697,55,0.964912,81,0.920455,2,1.0,21,0.875,78,0.975
8481020,3.18468,0.3793,-0.16761,3.01707,0.4559,2,1.0,26,1.0,59,0.921875,22,0.6875,49,0.844828,69,0.811765,2,1.0,23,0.92,55,1.0,152,0.821622,17,1.0,54,0.964286,43,0.955556,59,0.819444,3,1.0,22,0.956522,62,0.96875
8480382,3.70536,0.3617,-0.9881,2.71727,0.3469,12,1.0,30,1.0,71,0.922078,43,0.671875,106,0.848,130,0.909091,5,0.833333,30,0.857143,86,0.988506,248,0.789809,24,1.0,68,0.944444,70,0.886076,122,0.897059,3,1.0,28,0.903226,76,0.962025
8475809,2.31595,0.5455,0.78655,3.10251,0.625,4,0.8,17,1.0,32,0.941176,14,0.736842,60,0.9375,63,0.913043,3,1.0,17,0.944444,34,0.971429,107,0.869919,10,1.0,28,0.933333,33,0.942857,39,0.829787,0,0.0,12,0.75,52,0.981132
8470594,2.93469,0.5455,0.08631,3.021,0.5577,4,0.8,20,0.952381,63,0.969231,8,0.571429,60,0.869565,51,0.87931,0,0.0,10,0.833333,50,0.980392,106,0.791045,23,1.0,41,0.953488,43,0.977273,57,0.919355,0,0.0,18,0.947368,48,0.96
8479193,2.59222,0.5,0.63809,3.23031,0.5556,1,0.333333,21,1.0,73,0.935897,17,0.85,65,0.902778,59,0.936508,4,1.0,14,0.823529,44,0.977778,160,0.842105,22,1.0,36,0.972973,39,0.975,72,0.911392,2,1.0,13,1.0,54,0.981818
8479312,2.80835,0.5,0.07694,2.88529,0.4833,9,1.0,19,1.0,51,0.944444,22,0.846154,49,0.907407,57,0.863636,0,0.0,20,0.869565,46,0.938776,144,0.79558,13,1.0,34,0.944444,51,1.0,57,0.95,1,1.0,17,1.0,42,0.913043
8477968,3.12434,0.5143,-0.55792,2.56643,0.4342,5,1.0,33,1.0,86,1.0,26,0.722222,98,0.867257,93,0.894231,1,1.0,21,0.913043,78,0.95122,198,0.801619,24,1.0,56,0.965517,47,0.94,88,0.88,0,0.0,21,0.875,67,0.985294
8475883,2.50091,0.6364,0.54565,3.04657,0.6136,5,1.0,21,1.0,31,0.96875,16,0.666667,37,0.860465,39,0.847826,3,1.0,10,0.769231,34,0.971429,136,0.860759,16,1.0,25,0.925926,23,1.0,51,0.962264,1,1.0,12,0.857143,31,0.96875
8474596,2.65797,0.5172,-0.20711,2.45085,0.4355,8,0.888889,20,0.952381,58,0.920635,26,0.866667,54,0.84375,87,0.966667,2,1.0,17,0.894737,60,0.967742,160,0.79602,14,1.0,38,0.974359,44,0.977778,64,0.984615,3,1.0,24,0.96,65,0.970149
8478435,2.79613,0.5172,-0.43795,2.35818,0.5,4,1.0,19,1.0,50,0.961538,21,0.7,61,0.871429,61,0.897059,1,1.0,17,0.894737,70,0.985915,138,0.793103,16,1.0,50,0.961538,51,0.944444,74,0.880952,1,1.0,23,0.958333,70,0.985915
8475852,3.34597,0.5,-0.60573,2.74023,0.3421,12,1.0,25,1.0,84,0.94382,24,0.666667,60,0.833333,107,0.922414,2,1.0,22,0.88,76,0.974359,214,0.798507,16,1.0,67,1.0,63,0.954545,89,0.881188,1,1.0,31,0.885714,57,1.0
8471734,3.16818,0.4,0.2263,3.39447,0.5,3,1.0,19,1.0,53,0.981481,13,0.8125,54,0.782609,55,0.932203,2,1.0,21,1.0,41,0.97619,133,0.791667,9,1.0,46,0.958333,32,1.0,49,0.875,1,1.0,18,0.9,38,1.0
8476914,2.90253,0.4167,-0.19611,2.70641,0.463,4,1.0,22,1.0,51,0.980769,18,0.642857,38,0.678571,75,0.892857,3,1.0,14,0.875,57,1.0,113,0.818841,13,1.0,51,0.980769,34,0.971429,57,0.904762,2,1.0,17,1.0,50,0.980392
8476434,2.76542,0.5357,-0.23045,2.53497,0.4138,4,1.0,14,1.0,82,1.0,17,0.68,64,0.831169,68,0.957746,2,1.0,24,1.0,75,0.986842,163,0.827411,15,1.0,50,0.980392,40,0.97561,67,0.905405,0,0.0,12,0.857143,43,0.977273
8476341,2.7199,0.4444,-0.46524,2.25465,0.4167,5,1.0,19,1.0,52,0.962963,24,0.8,67,0.87013,88,0.93617,1,0.5,17,0.85,46,1.0,122,0.787097,20,1.0,47,0.979167,46,0.938776,65,0.878378,0,0.0,23,0.958333,50,0.980392
8477967,2.9033,0.3913,-0.32259,2.58071,0.5,1,0.5,17,1.0,40,0.930233,26,0.896552,44,0.88,48,0.941176,0,0.0,13,0.8125,28,1.0,114,0.786207,10,1.0,31,0.911765,31,0.939394,46,0.938776,0,0.0,13,0.8125,44,0.977778
8473503,3.03779,0.5238,0.0,3.03779,0.4583,1,1.0,16,1.0,41,0.911111,16,0.695652,53,0.84127,62,0.925373,1,1.0,22,0.916667,48,0.979592,128,0.8,15,1.0,37,0.948718,36,0.972973,69,0.958333,1,1.0,18,0.947368,30,1.0
8482821,3.17672,0.4546,-0.57238,2.60434,0.375,9,1.0,33,1.0,66,0.929577,36,0.782609,75,0.914634,110,0.940171,0,0.0,23,0.851852,58,0.935484,198,0.776471,19,1.0,68,0.957746,64,0.941176,99,0.933962,4,1.0,33,0.970588,81,0.975904
8477992,3.13443,0.3889,0.54042,3.67485,0.5526,5,0.714286,18,1.0,38,0.904762,17,0.944444,55,0.833333,50,0.925926,1,1.0,16,1.0,40,0.97561,107,0.829457,13,1.0,21,0.954545,26,0.896552,48,0.888889,0,0.0,10,0.833333,31,0.96875
8477480,2.39074,0.7,0.35607,2.74681,0.475,2,1.0,14,1.0,40,0.930233,5,0.555556,47,0.854545,53,0.929825,1,1.0,10,0.909091,50,0.980392,104,0.859504,10,1.0,39,1.0,34,0.944444,41,0.891304,3,1.0,14,0.933333,33,0.970588
8478971,3.27241,0.3636,-0.04958,3.22283,0.5,1,0.5,22,1.0,47,0.959184,7,0.538462,46,0.884615,40,0.851064,0,0.0,14,0.933333,38,0.926829,108,0.8,18,0.947368,31,0.939394,26,0.962963,53,0.898305,0,0.0,5,0.833333,36,0.947368
8482447,1.991,0.6364,0.9955,2.9865,0.7083,2,1.0,13,1.0,18,1.0,10,0.769231,19,0.826087,31,0.96875,0,0.0,8,1.0,24,0.923077,34,0.809524,13,1.0,23,0.958333,21,0.954545,21,0.954545,0,0.0,7,1.0,29,0.966667
8475831,3.49199,0.3846,-0.86273,2.62926,0.3269,5,1.0,14,1.0,59,0.936508,13,0.764706,55,0.833333,52,0.896552,1,1.0,20,0.833333,48,0.979592,126,0.777778,10,1.0,29,0.90625,43,0.914894,58,0.865672,1,1.0,16,0.842105,46,1.0
8482982,1.9088,0.6364,1.54522,3.45402,0.7273,1,1.0,6,1.0,30,0.967742,11,1.0,28,0.848485,36,1.0,0,0.0,9,0.9,21,0.954545,72,0.888889,3,1.0,19,0.95,10,1.0,40,0.97561,0,0.0,9,0.818182,23,1.0
8482487,2.74353,0.5333,-0.27435,2.46918,0.5313,2,1.0,14,1.0,36,0.972973,8,0.727273,36,0.837209,41,0.97619,0,0.0,9,1.0,35,0.972222,81,0.826531,8,1.0,23,1.0,33,1.0,39,0.829787,0,0.0,10,0.909091,25,0.961538
8480193,3.54411,0.3684,-0.6543,2.88981,0.4,2,1.0,11,1.0,42,0.954545,17,0.772727,40,0.816327,46,0.867925,1,1.0,17,0.894737,35,0.972222,110,0.797101,5,1.0,35,1.0,27,0.9,48,0.872727,0,0.0,6,0.857143,37,1.0
8478905,3.14902,0.3333,-0.9657,2.18332,0.3077,8,1.0,22,1.0,33,0.891892,7,0.636364,49,0.777778,47,0.87037,1,1.0,20,0.952381,44,0.977778,112,0.783217,17,1.0,42,0.976744,25,0.892857,55,0.887097,0,0.0,11,0.916667,56,0.982456
8482783,3.59235,0.3077,-0.33262,3.25972,0.3235,4,0.8,9,1.0,30,0.9375,6,0.545455,41,0.854167,34,0.918919,0,0.0,12,0.923077,23,1.0,68,0.708333,9,1.0,26,0.896552,29,1.0,35,0.945946,0,0.0,8,0.8,18,1.0
8477970,3.61644,0.4167,-1.42074,2.1957,0.28,5,1.0,25,1.0,49,0.960784,12,0.6,56,0.861538,55,0.846154,1,1.0,19,0.904762,62,1.0,123,0.763975,11,1.0,42,0.933333,38,0.974359,66,0.90411,0,0.0,14,0.823529,62,0.984127
8474682,2.17684,0.5,0.83724,3.01409,0.6667,2,1.0,9,1.0,5,1.0,4,1.0,11,0.785714,12,1.0,0,0.0,4,0.8,11,1.0,24,0.8,4,1.0,5,0.833333,7,1.0,6,0.75,0,0.0,3,1.0,12,1.0
8482137,3.0971,0.5833,-0.66964,2.42745,0.3846,2,0.666667,12,0.923077,21,1.0,9,0.6,31,0.911765,38,0.95,2,1.0,7,0.777778,15,1.0,78,0.847826,6,1.0,22,1.0,17,0.944444,26,0.8125,0,0.0,10,0.909091,24,1.0
8482446,3.80607,0.4167,-0.85442,2.95165,0.3,4,1.0,14,1.0,25,0.862069,8,1.0,43,0.86,30,0.833333,2,1.0,9,0.75,25,0.961538,81,0.835052,13,1.0,17,0.85,29,1.0,30,0.769231,1,1.0,11,1.0,34,1.0
8482076,1.59787,0.75,1.59787,3.19574,0.5,1,1.0,1,1.0,9,1.0,0,0.0,6,0.6,10,1.0,0,0.0,2,1.0,6,1.0,29,0.966667,2,1.0,3,1.0,9,0.9,9,1.0,0,0.0,6,1.0,14,1.0
8483710,3.32579,0.3333,-0.83145,2.49434,0.5,3,1.0,5,1.0,10,1.0,4,0.8,13,0.722222,12,0.75,0,0.0,4,1.0,9,1.0,25,0.806452,4,1.0,8,1.0,10,1.0,11,0.785714,0,0.0,5,1.0,14,1.0
8477484,3.89439,0.1429,-0.57694,3.31744,0.3889,2,1.0,5,1.0,7,0.875,4,0.8,13,0.684211,14,0.875,0,0.0,1,1.0,8,1.0,39,0.764706,3,1.0,6,1.0,11,0.846154,12,0.8,1,1.0,11,1.0,11,1.0
8473575,2.88845,0.5,-0.2988,2.58964,0.45,1,1.0,13,1.0,17,1.0,9,0.692308,22,0.733333,28,0.933333,0,0.0,5,0.714286,11,1.0,52,0.881356,9,1.0,18,0.947368,13,0.928571,17,0.809524,0,0.0,4,1.0,14,1.0
8481033,1.25997,1.0,1.51197,2.77194,0.5,0,0.0,0,0.0,8,1.0,1,1.0,7,0.875,16,0.941176,0,0.0,3,1.0,8,1.0,15,0.833333,1,1.0,8,1.0,1,1.0,7,1.0,0,0.0,5,1.0,5,1.0
8483530,3.25688,0.75,-0.19158,3.0653,0.4167,1,1.0,2,1.0,15,1.0,3,0.5,13,0.722222,15,0.9375,0,0.0,4,0.8,13,1.0,27,0.84375,5,1.0,5,1.0,8,1.0,16,0.888889,0,0.0,4,1.0,10,1.0
8482221,4.11956,0.25,-1.12352,2.99605,0.2222,3,1.0,10,1.0,16,1.0,4,0.666667,24,0.75,24,0.923077,1,1.0,6,1.0,15,0.9375,39,0.722222,8,1.0,18,0.947368,9,1.0,19,0.904762,1,1.0,6,0.75,22,1.0
8481668,3.64965,0.2222,-0.88476,2.76489,0.25,1,1.0,7,1.0,21,0.954545,8,0.666667,15,0.789474,20,0.769231,0,0.0,7,1.0,15,0.9375,39,0.75,4,1.0,14,0.933333,17,0.944444,11,0.846154,0,0.0,7,1.0,19,1.0
8480051,4.69734,0.1429,-1.26026,3.43708,0.2273,2,0.666667,8,1.0,14,0.875,9,0.818182,27,0.818182,18,0.818182,0,0.0,3,0.6,9,1.0,46,0.741935,4,1.0,13,0.928571,17,1.0,17,0.809524,0,0.0,8,0.8,14,0.933333
8478024,3.47001,0.6364,-1.21919,2.25082,0.2692,0,0.0,10,1.0,27,0.9,8,0.888889,26,0.866667,18,0.857143,0,0.0,10,0.769231,31,0.96875,59,0.797297,9,1.0,25,0.961538,20,0.952381,23,0.92,0,0.0,8,0.8,25,1.0
8477405,3.37811,0.4546,-1.48307,1.89504,0.2333,0,0.0,13,1.0,22,0.956522,10,0.714286,27,0.931034,26,0.896552,0,0.0,9,1.0,23,1.0,53,0.768116,6,1.0,17,0.894737,21,0.84,33,0.868421,0,0.0,3,1.0,31,0.939394
8475839,2.0,1.0,4.0,6.0,1.0,1,1.0,0,0.0,3,1.0,2,0.666667,2,1.0,2,1.0,0,0.0,0,0.0,1,1.0,3,1.0,1,1.0,1,1.0,2,1.0,2,0.666667,0,0.0,1,1.0,4,1.0
8480191,3.0,1.0,4.0,7.0,1.0,0,0.0,1,1.0,1,1.0,1,0.5,2,1.0,3,1.0,0,0.0,0,0.0,3,1.0,8,0.888889,0,0.0,1,1.0,5,1.0,1,1.0,1,1.0,1,0.5,0,0.0
8481707,1.0236,1.0,1.0236,2.0472,1.0,0,0.0,1,1.0,2,1.0,0,0.0,1,1.0,2,1.0,0,0.0,0,0.0,0,0.0,9,0.9,1,1.0,5,1.0,3,1.0,1,1.0,0,0.0,0,0.0,3,1.0
8482657,2.66666,0.0,1.33333,4.0,1.0,0,0.0,1,1.0,0,0.0,1,1.0,2,1.0,1,1.0,0,0.0,0,0.0,1,1.0,2,0.5,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,2,1.0
8476899,3.53982,0.0,0.50569,4.04551,0.5,0,0.0,0,0.0,6,1.0,0,0.0,8,1.0,6,0.666667,0,0.0,0,0.0,3,1.0,8,0.8,0,0.0,8,1.0,1,1.0,6,0.857143,0,0.0,0,0.0,5,1.0
8481544,5.24304,0.0,0.65538,5.89841,0.5,0,0.0,1,1.0,3,1.0,7,0.875,3,0.5,2,1.0,0,0.0,0,0.0,1,0.5,4,0.571429,1,1.0,0,0.0,2,1.0,0,0.0,1,1.0,0,0.0,7,1.0
8484268,2.15182,1.0,-0.71727,1.43455,0.5,0,0.0,2,1.0,2,1.0,0,0.0,3,1.0,5,0.833333,0,0.0,0,0.0,3,1.0,3,0.75,1,1.0,2,1.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0
8477831,4.36628,0.0,0.0,4.36628,0.0,0,0.0,1,1.0,0,0.0,2,1.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,2,0.666667,1,1.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0
8477990,5.17688,0.0,-1.03537,4.1415,0.0,0,0.0,1,1.0,1,1.0,0,0.0,3,0.75,0,0.0,0,0.0,1,1.0,1,1.0,8,0.727273,0,0.0,2,1.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0
8478039,4.11899,0.0,-2.0595,2.0595,0.0,0,0.0,2,1.0,2,1.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,2,0.4,1,1.0,1,1.0,2,1.0,2,1.0,0,0.0,1,1.0,2,1.0
8478848,3.08571,0.0,-2.05714,1.02857,0.0,0,0.0,1,1.0,1,1.0,0,0.0,1,1.0,2,0.666667,0,0.0,2,1.0,2,1.0,7,0.777778,0,0.0,0,0.0,1,1.0,2,1.0,0,0.0,0,0.0,1,1.0
8482411,7.0,0.0,-7.0,0.0,0.0,0,0.0,1,1.0,1,1.0,1,0.5,2,1.0,0,0.0,0,0.0,0,0.0,1,1.0,5,0.555556,1,1.0,1,1.0,1,1.0,3,1.0,0,0.0,1,1.0,1,0.5
8482668,12.72084,0.0,0.0,12.72084,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
8483532,5.0,0.0,-3.0,2.0,0.0,0,0.0,3,1.0,5,1.0,1,1.0,2,0.666667,2,1.0,0,0.0,0,0.0,3,1.0,7,0.7,1,1.0,2,1.0,2,1.0,3,1.0,0,0.0,1,1.0,1,1.0
8483668,4.00668,0.0,0.0,4.00668,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
