szn,Winner,runner_up,finalist
1985-86,https://www.nhl.com/player/john-vanbiesbrouck-8452157,https://www.nhl.com/player/bob-froese-8446982,https://www.nhl.com/player/grant-fuhr-8446991
,,,
1984-85,https://www.nhl.com/player/pelle-lindbergh-8448853,https://www.nhl.com/player/tom-barrasso-8445275,https://www.nhl.com/player/rejean-lemelin-8448759
,,,
1983-84,https://www.nhl.com/player/tom-barrasso-8445275,https://www.nhl.com/player/rejean-lemelin-8448759,https://www.nhl.com/player/pat-riggin-8450835
,,,
1982-83,https://www.nhl.com/player/pete-peeters-8450343,https://www.nhl.com/player/roland-melanson-8449547,https://www.nhl.com/player/murray-bannerman-8445249
,,,
1981-82,https://www.nhl.com/player/billy-smith-8451525,https://www.nhl.com/player/grant-fuhr-8446991,https://www.nhl.com/player/michel-dion-8446429
,,,
1980-81,https://www.nhl.com/player/denis-herron-8447755,https://www.nhl.com/player/pete-peeters-8450343,
,,,
1979-80,https://www.nhl.com/player/don-edwards-8446597,https://www.nhl.com/player/gerry-cheevers-8449853,
,,,
1978-79,https://www.nhl.com/player/ken-dryden-8446490,https://www.nhl.com/player/glenn-resch-8450802,
,,,
1977-78,https://www.nhl.com/player/ken-dryden-8446490,https://www.nhl.com/player/bernie-parent-8450178,
,,,
1976-77,https://www.nhl.com/player/ken-dryden-8446490,https://www.nhl.com/player/glenn-resch-8450802,
,,,
1975-76,https://www.nhl.com/player/ken-dryden-8446490,https://www.nhl.com/player/glenn-resch-8450802,
,,,
1974-75,https://www.nhl.com/player/bernie-parent-8450178,https://www.nhl.com/player/rogie-vachon-8452122,
,,,
1973-74,https://www.nhl.com/player/tony-esposito-8446720,https://www.nhl.com/player/gilles-gilbert-8447170,
,,,
1972-73,https://www.nhl.com/player/ken-dryden-8446490,https://www.nhl.com/player/eddie-giacomin-8449979,
,,,
1971-72,https://www.nhl.com/player/tony-esposito-8446720,https://www.nhl.com/player/cesare-maniago-8450020,
,,,
1970-71,https://www.nhl.com/player/eddie-giacomin-8449979,https://www.nhl.com/player/tony-esposito-8446720,
,,,
1969-70,https://www.nhl.com/player/tony-esposito-8446720,https://www.nhl.com/player/jacques-plante-8450066,
,,,
1968-69,https://www.nhl.com/player/glenn-hall-8449988,https://www.nhl.com/player/eddie-giacomin-8449979,
,,,
1967-68,https://www.nhl.com/player/gump-worsley-8450152,https://www.nhl.com/player/johnny-bower-8449835,
,,,
1966-67,https://www.nhl.com/player/denis-dejordy-8449866,https://www.nhl.com/player/charlie-hodge-8449995,
,,,
1965-66,https://www.nhl.com/player/charlie-hodge-8449995,https://www.nhl.com/player/glenn-hall-8449988,
,,,
